essay_id,essay_set,essay,score,p7_mbart50_m2m
18208,7,I was patient when I was going to cedar point. We took a bas it took seven @CAPS1. So my friend @PERSON1 decided in watch movies on the @CAPS2. We watched street dreams and the incredible. We were still a long way from cedar point. We decided to call my mom for a prank call. It was hilerious so we did it again. Then we took turns napping and watching the big open road. Eventually we both fell asleep. When we woke up we were there. This it the time I waited patiently.  Because I waited patiently then I don't mind waiting now. I learned to do something else while waiting. Now I can wait now longer. This helped in my future.,17,"जब मैले देवदारूको बिन्दु लिन जान्थें, म धैर्यवान थिएँ। हामीले एक ब्यास लियौं यसले सात @CAPS1 लियो । त्यसैले मेरो मित्र @PERSON1ले @CAPS2 मा चलचित्र हेर्न निर्णय गर्यो । हामीले सडकको सपना र अविश्वसनीय देख्यौं । हामी सिडर बिन्दुदेखि अझै धेरै टाढा थियौं। हामीले एउटा व्यंग्यात्मक फोनका लागि मेरी आमालाई बोलाउने निर्णय गर्यौं । यो अति घिनलाग्दो थियो त्यसैले हामीले यसलाई फेरि गरे । त्यसपछि हामीले वरिपरि घुमेर ठूलो खुल्ला बाटो देख्यौं। अन्तमा हामी दुवै सुत्यौं। जब हामी उठ्यौं हामी त्यहाँ थियौं। यो मैले धैर्यपूर्वक प्रतिक्षा गरेको समय हो।  मैले धैर्यपूर्वक प्रतिक्षा गरें त्यसैले अब प्रतिक्षा गर्न म मन पराउँदैन। मैले प्रतीक्षा गर्दा केही अन्य गर्न सिक्न थाले। अब म लामो समयसम्म प्रतिक्षा गर्न सक्छु। यसले मेरो भविष्यमा मद्दत गर्यो ।"
18209,7,I was patient during the meap. I was patient because I was done early and a lot of people were not done yet. When I get done early I like to draw or do some of my work but I didnt have any work so I new then when every one got done we waited for @NUM1 min then we start the meap again when I got done with that noone else was done so I waited for @NUM2 or @NUM3 min then every one was done then we stretched walked around for @NUM4 min then we sit back down and start the part @NUM5 when we are done we get to do work I am usually the first one done. Then when I get done with the test I get up and walk around so I can get @CAPS1 and @CAPS2 on my tests like meap test because it is so important to get good grades and when you are patient you will find out to get good grades like @CAPS1 and @CAPS2.,16,मेपको समयमा म धैर्यवान थिएँ । म धैर्यवान थिएँ किनभने म चाँडै समाप्त भएको थियो र धेरै मानिसहरू अझै समाप्त भएको थिएनन् । जब म चाँडै समाप्त हुन्छु म रेखाचित्र गर्न वा मेरो केही काम गर्न मन पराउँछु तर मसँग कुनै काम थिएन त्यसैले म नयाँ हुन्छु त्यसपछि जब प्रत्येक काम समाप्त भयो हामी @NUM1 मिनेट प्रतिक्षा गर्यौं त्यसपछि मसँग काम समाप्त भएको बेला हामी फेरि मेप सुरु गर्यौं तब अरू कसैले काम गरेको थिएन त्यसैले म @NUM2 वा @NUM3 मिनेट प्रतिक्षा गर्यौं त्यसपछि प्रत्येक काम समाप्त भयो त्यसपछि हामी स्ट्रिङ गर्यौं @NUM4 मिनेट प्रतिक्षा गर्यौं त्यसपछि हामी पछाडि बस्छौं र भाग सुरु गर्यौं @NUM5 जब हामी समाप्त हुन्छौं हामी काम गर्न सक्छौं म प्राय पहिलेको हुँ जसले काम समाप्त भयो। त्यसपछि जब म परीक्षण समाप्त हुन्छु म उठ्छु र वरिपरि घुम्छु ताकि म मेरो परीक्षणमा मेप परीक्षण जस्तै @CAPS1 र @CAPS2 प्राप्त गर्न सक्छु किनभने राम्रो ग्रेड प्राप्त गर्नु अति महत्वपूर्ण छ र जब तपाईँ धैर्यवान हुनुहुन्छ भने @CAPS1 र @CAPS2 जस्ता राम्रो ग्रेड प्राप्त गर्न तपाईँले फेला पार्नुहुनेछ ।
18210,7,"On my last trip at @CAPS1 point I made a horrible mistake. I waited in line for @NUM1 hours on the mantis. I had to be patient, but it was hard to because… the mister fans were having tecinal diffucatties . And how can I be patient when it is @NUM2 degrees outside?! The only good part of the line was the shade. That was @NUM3 way I kept my patience."" I told my self, ""and in no time you will be there."" @CAPS2 I spoke too soon. Half an hour seemed like @NUM4 hours, but I think the heat was just getting to me. Finally, after @NUM5 hours in line the mist fans @DATE1 to lift. Patience can bring luck. I wait for what seems like only ten minutes but accaully was an hour. After I got off the ride, I was releaved. I guess patience in some ways, is the key to success.",18,"@CAPS1 बिन्दुमा मेरो अन्तिम यात्रामा मैले एउटा भयानक गलती गरें । मैले म्यान्टिसमा @NUM1 घण्टाका लागि लाइनमा प्रतिक्षा गरें । मैले धैर्य राख्नु पर्यो, तर यो कठिन थियो किनभने... mister fans had tecinal diffucatties. अनि जब यो बाहिरको @NUM2 डिग्री छ, म कसरी धैर्यवान रहन सक्छु? रेखाको एकमात्र असल भाग छायाँ थियो । म मेरो धैर्यलाई बचाउँने तरिका थियो @NUM3"" मैले आफैलाई भनें, “तिमी चाँडै त्यहाँ हुनेछौ।” @CAPS2 मैले अति चाँडै बोलें । आधा घण्टा @NUM4 घण्टा जस्तो देखियो, तर म सोच्दछु गर्मीले मलाई मात्र प्राप्त गरिरहेको थियो । अन्त्यमा, @NUM5 घण्टा लाइनमा रहेको बादल fans @DATE1 उठाउनुहोस् । धैर्यले भाग्य ल्याउँछ। म १० मिनेट मात्र जस्तो देखिन्छ तर भयभीत रूपले एक घण्टा प्रतिक्षा गर्दछु । मैले गाडी छोडेपछि, मलाई मुक्त गरिदिए। म सोच्दछु केही तरिकामा धैर्य सफलताको कुञ्जी हो ।"
18211,7,"One day a man named @PERSON1 had a doctor’s appointment and over slept; when @PERSON1 got out of bed he saw that he was late for his doctor’s appointment. As @PERSON1 got out of bed he rushed in the bathroom to take a quick shower, as if he had time. @PERSON1 noticed   it was grilling later so he didn’t get to wash up or brush his teeth, so he grabbed a part of gum on the way out the door. @PERSON1 finally got to the doctors went inside and saw there were millions of people in the waiting  room, he went to go check his name in and sat down. He started to get frustrated and tired   of waiting, so he calmed down and realized patience. @PERSON1 kept his self busy for two whole hours playing with his phone and many apps he downloaded. @PERSON1 was so busy he didn’t realize that he was the last person still waiting. Other people had their check-ups and left and others just left without theirs. Finally, they called   in @LOCATION1 for his appointment. As @PERSON1 was going in he put @NUM1, maybe @NUM2 pieces of gum in his mouth and started talking. @PERSON1 was done, zoomed home, flew into his the shower, and brushed his teeth, got back in the bed and went to sleep.",17,"एक दिन @PERSON1 नाउँ भएको मानिसले चिकित्सकको भेटघाट गरे र अति रात बित्यो; जब @PERSON1 ओछ्यानबाट उठ्यो, उसले आफ्नो चिकित्सकको भेटघाटमा ढिलो भएको थाहा पाए । @PERSON1 ओछ्यानबाट बाहिर निस्किएपछि उनी छिट्टै नुहाउन तलाउमा गए, मानौ उनीसँग समय छ। @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PER @PERSON1 ले पछि ग्रीलिङ भएको थाहा पाए त्यसैले उनले आफ्नो दाँतहरू धुन वा ब्रुस गर्न सकेनन्, त्यसैले उसले ढोकाबाट बाहिर जाने बाटोमा जिम्मको एउटा भाग समात्यो । @PERSON1 अन्तमा चिकित्सकहरू भित्र गए र प्रतिक्षा कक्षमा लाखौं मानिसहरू छन् भन्ने देख्यो, उनी आफ्नो नाम जाँच गर्न गए र बसे । उनी निराश हुन र प्रतिक्षा गर्न थकित हुन थाले, त्यसैले उनी शान्त भए र धैर्य अनुभव गरे। @PERSON1 ले आफ्नो फोन र धेरै अनुप्रयोगहरू डाउनलोड गरेर दुई घण्टासम्म व्यस्त रह्यो। @PERSON1 यति व्यस्त थिए कि उनले थाहा पाएनन् उनी अझै पर्खिरहेका अन्तिम व्यक्ति हुन्। @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 @PERSON1 अन्य मानिसहरूले तिनीहरूको जाँच गरे र छोडे र अन्यले तिनीहरूको बिना छोडे । अन्त्यमा तिनीहरूले उहाँको नियुक्तिका लागि @LOCATION1 मा बोलाए । @PERSON1 भित्र पस्दै गर्दा उसले @NUM1, सायद @NUM2 टुक्रा मसक आफ्नो मुखमा राख्यो र बोल्न थाल्यो । @PERSON1 पूरा भयो, घरमा जुम भयो, उनी नुहाउन गए, र दाँतहरू ब्रुस गरे, ओछ्यानमा फर्केर गए र सुत्न गए ।"
18212,7,"Patience is very difficult for me. Having patience is very difficult for me, because I am not patient at all: t cannot wait for things. During school, I am always looking at the clock. I just can’t wait for class to be over most of the time. Some times I think I rush things a little bit too much. I wish I was patient, but I’m not. I’m not patient because I think about what comes after the waiting, I get too curious. For example: in class I get excited for when the day ends. Some day, I want to improve on my waiting style. I don’t think that will happen anytime soon.",14,"मेरो लागि धैर्य धेरै कठिन छ। मेरो लागि धैर्य धेरै कठिन छ, किनभने म कहिल्यै धैर्य धारण गर्दैन। म केही कुराको प्रतीक्षा गर्न सक्तिन। स्कूलको समयमा म सधै घडीतिर हेर्छु। मैले धेरैजसो समयका लागि कक्षा समाप्त हुने प्रतिक्षा गर्न सक्तिन । कहिलेकाहीं म सोच्दछु म केही कुराहरू एकदमै छिटो गर्दछु । म धैर्यवान भएको चाहन्छु, तर छैन। म धैर्य धारण गर्दैन किनभने म प्रतिक्षा पछि के आउनेछ भन्ने सोच्दछु, म अति उत्सुक हुन्छु। उदाहरणका लागि: कक्षामा म दिन समाप्त हुने समयको लागि उत्तेजित हुन्छु । एक दिन म मेरो प्रतीक्षा शैली सुधार गर्न चाहन्छु । मलाई लाग्छ यो चाँडै हुने छैन।"
18213,7,"Patience is very important at my house. My mother always says you have to be able to patient to succed in anything. One time I was at home on the computer. I was surfing the web and enjoying it. My mom yelled across the house for me to come see her. I got out of my chair. Walked through the kitchen, through the hallway and into her bedroom. She said that she had to go to @CAPS1 to get some groceries. She was wondering if I wanted to go with her. I said no and asked her if she would make myself a sanawich. She replied yes and left. While she was gone I cleared my room. Folder laundry and watched television. It was about @DATE1 and she still wasn’t home. I was very hungry and beginning to become worried about her. I was tempted to call her but then I remembered what she always says be patient to succed. About a half an hour @DATE1 she got home. She had bought me some lunch meat so I could make a sandwich. While I was eating she told me she was proud of me on how patient I was while she was gone. I think patience is very important. I also think everyone could use a little more of it.",22,"मेरो घरमा धैर्य धेरै महत्वपूर्ण छ। मेरो आमाले सधैं भन्छिन् तिमीले कुनै पनि कुरामा सहयोग गर्न धैर्यवान हुनु पर्छ। एक समय म घरमा कम्प्युटरमा थिएँ । म वेबमा सर्भर गरिरहेको थिएँ र यसलाई मन पराइरहेको थिएँ । मेरो आमाले मलाई हेर्न घरको छेउमा चिच्याएर आइन्। मैले मेरो कुर्सीबाट निस्कें । म ओछ्यानमा गएँ। ओछ्यानमा गएँ। ओछ्यानमा गएँ। उनी भन्छिन् कि केही वस्तुहरू पाउनका लागि उनी @CAPS1 मा जानुपर्छ। उनी सोचिरहेका थिए कि म तिनीसित जान चाहन्छु। मैले अस्वीकार गरें र उनलाई सोधें कि उनले मलाई स्यानाविच बनाउन सक्छिन्। तिनले जवाफ दिए, “हो” र गए। जब उनी गए मैले मेरो कोठा खाली गरें। फोल्डर धोएर टेलिविजन हेर्दै । यो @DATE1 बारेमा थियो र उहाँ अझै घरमा हुनुहुन्थ्यो । म साह्रै भोकाएको थिएँ र उहाँको बारेमा चिन्ता गर्न थालें। म उहाँलाई बोल्न चाहन्थें तर त्यसपछि मैले उहाँ सधैं जे भन्नुहुन्छ उहाँलाई सहयोग गर्न धैर्य राख्नु भन्ने सम्झिनँ। लगभग आधा घण्टा @DATE1 उनी घर फर्किन् । उहाँले मलाई केही अन्न किन्नु भएको थियो ताकि म एउटा स्यान्डविच बनाउँन सकूँ। जब म खान थाले, उनले मलाई भनिन् उनी ममाथि गर्व गरिरहेकी थिइन् जब उनी गइन्। उनी गइन् र म कति धैर्यवान थिइन। म सोच्दछु धैर्य धेरै महत्वपूर्ण छ । म पनि सोच्दछु प्रत्येकले यसको केही बढी प्रयोग गर्न सक्छ ।"
18215,7,Patients in my way of saying is a person that waits awile if she needed to. The only reason im putting this in my own way is because know one is patient in my family. Pations is s person where if they were stuck in traffic then they’ll be able to sit and wait or there’s a really long wait or line. Or they’ll be able to wait for something they need. Patients is just waiting for my turn I should put it. Its about waiting if I have to or if something runs out and they have to wait for it to come and get it. That’s what patients mean to me in my own way.,8,मेरो विचारमा रोगीहरू एउटा व्यक्ति हुन् जसले यदि आवश्यक परेमा चाँडै प्रतिक्षा गर्दछ। मैले यसलाई मेरो आफ्नै तरिकामा राखेको एउटै कारण मेरो परिवारमा एउटा धैर्यवान हो भन्ने जान्नु हो । प्याजन्स एउटा व्यक्ति हो जहाँ यदि तिनीहरूले यातायातमा अडेस परे भने तिनीहरूले बसेर प्रतिक्षा गर्न सक्नेछन् वा त्यहाँ वास्तवमै लामो प्रतिक्षा वा लाइन हुन्छ । वा तिनीहरूलाई आवश्यक पर्ने केहीको लागि प्रतिक्षा गर्न सक्षम हुनेछन् । Patients just waiting for my turn I should put it. यदि मैले गर्नु पर्दछ भने वा यदि केही समाप्त हुन्छ भने र तिनीहरूले यसलाई प्राप्त गर्न आउने र प्राप्त गर्नका लागि प्रतिक्षा गर्नु पर्दछ भने त्यो प्रतिक्षाको बारेमा हो । मेरो आफ्नै तरिकामा रोगीहरूले मलाई के चाहनुहुन्छ त्यो हो।
18217,7,"I am going to tell you about a time I was impatient. I had been working everyday in the @DATE1. I was trying to do the best I could to make make money. I was saving up to by a three hundred dollar bow, a firty dollar target, forty dollar broadbands, and other hunting accessories. I was finding myself to get more impatient everyday. Slowly I was getting tired of working, bored of saving money, and tempted to spend it. Finally I saved up enough money. I bought my stuff. I practiced all day long. Soon I became more accurate. I was ready to go hunting. The first night I was out I passed up a doe at eight yards. I haven’t had anything close enough to shoot since then.",17,"म तिमीहरूलाई एक समयको बारेमा बताउनेछु जब म धैर्यहीन थिएँ । @DATE1 मा म प्रतिदिन काम गरिरहेको थिएँ । म पैसा कमाउनका लागि जति सक्दो गर्न प्रयास गरिरहेको थिएँ । म तीन सय डलरको धनु, चालीस डलरको लक्ष्य, चालीस डलरको ब्रोडब्यान्ड, र अन्य शिकारी उपकरणहरू बचत गरिरहेको थिएँ । म प्रतिदिन अधिक धैर्य रहित बन्न खोजिरहेको थिएँ । म काम गर्न थालें, पैसा बचत गर्न थालें र यसलाई खर्च गर्न थालें। अन्त्यमा मैले पर्याप्त पैसा बचत गरें । मैले मेरो वस्तुहरू किनें । मैले दिनभरि अभ्यास गरें । म चाँडै धेरै सही भएँ। म शिकार जान तयार थिएँ। पहिलो रात जब म बाहिर थिएँ मैले आठ यार्डमा एउटा डोलाई पारें। त्यस समयदेखि मैले केही पनि फ्याँक्न पर्याप्त नजिक भएको छैन ।"
18218,7,"One time when I was patient was when the shot flew was going around. I had to go to this one place to get the flew shots. When we got there we got in line, I had to be patient because the line was really long is??? the line to get through. We brought chairs, hot coce and staff to do to keep us any feet. I had to be patient in tell I got on to the front of the line. The worse part was that most of the tide was outside and it was @CAPS1 eve, so I had to be patient in the cold, when we finally got inside the building I was so happy. Then about @DATE1 we got to the front of the line. I’m glad that I never have to wait in line for three hours to get a flew shot again.",16,"एक समयमा म धैर्यवान थिएँ जब गोली चम्किरहेको थियो। फ्लो स्क्याट लिन म यो एउटा ठाउँमा जानु पर्थ्यो । जब हामीले त्यहाँ पुग्यौं हामीले पङ्क्तिमा पुग्यौं, मैले धैर्य राख्नु पर्थ्यो किनभने पङ्क्ति वास्तवमै लामो थियो??? लाइनबाट पारिने । हामी कुर्सीहरू, तातो कोस र कर्मचारीहरू ल्याएका छौं जसले हामीलाई कुनै पनि खुट्टा राख्न सक्छ। मैले लाइनको अगाडि बढेको कुरामा धैर्य राख्नु पर्थ्यो । सबैभन्दा खराब भाग यो थियो कि अधिकांश ज्वाला बाहिर थियो र यो @CAPS1 संध्या थियो, त्यसैले मैले शीतमा धैर्य राख्नु पर्थ्यो, जब हामीले अन्तमा भवन भित्र पुग्यौं म एकदमै खुशी थिएँ । त्यसपछि @DATE1 बारेमा हामीले लाइनको अगाडि पुग्यौं । म खुशी छु कि मलाई फेरि फ्लु शूट प्राप्त गर्न तीन घण्टाका लागि लाइनमा प्रतिक्षा गर्नु पर्दैन ।"
18219,7,I was patient the my game it take to long got my so I got so my puch my big tr because. Was make me mad then my mom had come up with she hint I ean down the stilts got mom money she buy me trall my huse she take the her way I patient now the end. I’m patient to go lunch I got @NUM1 b lunch so I got @NUM2 huse to go to lunch so don’t take bep for some guess now @NUM3 hours I’ll lunch I’m mad to ??? it @NUM4 till lunch now when is doing the test so forgot to ask for some gam over it is @NUM5 we go to lunch it @NUM6 we got to lunch now heard line I got he patient for ??? She me we she made my sleb so good ate I’ll of it then dinck my milk then we tried to be patient for ??? my taken mis greetees I was happy than ever.,7,मैले मेरो खेलको लागि धैर्यवान भएको थिएँ यसले लामो समयसम्म मलाई प्राप्त गर्यो त्यसैले मैले मेरो ठूलो ट्रीको लागि मेरो पुच प्राप्त गरें । मलाई पागल बनायो तब मेरी आमाले मलाई सुझाव दियो म खुट्टा तल तान्छु आमाले मलाई पैसा दियो उसले मलाई आफ्नो बाटो लियो अब म धैर्यवान छु। म लंच जान धैर्यवान छु मैले @NUM1 b लंच पाएँ त्यसैले मैले @NUM2 हुसलाई लंचमा जान दिएँ त्यसैले केही अनुमानका लागि बिप नलैजाऊ। अब @NUM3 घण्टा म लंच गर्नेछु म रिसाएको छु??? यो @NUM4 मध्याह्नसम्म अहिले जब परीक्षण गरिरहेको छ त्यसैले केही खेलको लागि सोध्न बिर्सिएको छ यो @NUM5 हामीले मध्याह्नमा जानुपर्छ यो @NUM6 हामीले मध्याह्नमा जानुपर्छ अहिले मैले सुनेको लाइन मैले उहाँको लागि धैर्य प्राप्त गरेको छु??? उनले मलाई उनले मेरो स्लेभलाई त्यति राम्ररी खायो कि म यसलाई खान्छु त्यसपछि मेरो दूध खान्छु त्यसपछि हामीले धैर्यको लागि प्रयास गर्यौं??? मेरो गलत अभिवादनहरू लिइएको म सधैं भन्दा खुशी थिएँ ।
18220,7,"One time I was patient was when I was at basketball practice. It didn’t happen until the end. no one knew that this was going to happen. It just happened out of nowhere. I hit the wall. I had an accident. We were running suicides. I was running to fast and I couldn’t stop. I went head-first  into the wall. It was a brick wall too. I didn’t panic because I knew I had to be patient. I had to wait on a lot of things. I had to wait on an ambulance, which took a long time. I had to wait on a doctor to give me stitches which didn’t take long. Lastly I had to wait on the doctor to give me the discharge papers. It happened here at @ORGANIZATION1 . We were in the gym for basketball practice. It was in the @DATE1 but I cant remember the exact date. I was also in the sixth grade. It happened because I couldn’t stop in time. When I hit my head it didn’t hurt. When I got my stitches some parts hurted. When they took them out it didn’t hurt. But I had massive headache. I was glad when everything was over.",21,"एक पटक म बास्केटबाल अभ्यासमा हुँदा धैर्यवान थिएँ । यो अन्त्यसम्म भएको थिएन। कसैले पनि जान्दैन थियो कि यो घट्नेछ। यो कुनै पनि ठाउँमाबाट भएको हो । मैले पर्खालमा हिर्कें । मैले एउटा दुर्घटना भएको थियो । हामी आत्मसमर्पण गरिरहेका थियौं । म चाँडै दौडिरहेको थिएँ र म रोकिनँ। मैले पहिले पर्खाल भित्र पसेँ। यो ईंटाको पर्खाल पनि थियो। म भयभीत भएको छैन किनभने म चिन्तित हुनै पर्छ भन्ने जान्दछु । मैले धेरै कुराहरूमा प्रतिक्षा गर्नु पर्यो । मैले एम्बुलेन्समा पर्ख्नु पर्यो, जुन लामो समय लाग्यो । मलाई स्ट्याच दिन चिकित्सकलाई पर्ख्नु पर्यो जुन लामो समय लिन सकेन। अन्त्यमा मैलेcharge papers मलाई दिन चिकित्सकलाई पर्ख्नु पर्यो । यो @ORGANIZATION1 मा भएको थियो। हामी basketboll अभ्यासका लागि जिम्ममा थियौं । यो @DATE1 मा थियो तर म निश्चित मिति सम्झन सक्तिन । म पनि छैटौं श्रेणीमा थिएँ । यो भयो किनभने मैले समयमै रोकिनँ। जब मैले मेरो टाउकोमा हिर्कें, यसले चोट पुर्याएन। जब मैले मेरा stitches प्राप्त गरे केही भागहरू चोट पर्यो । जब तिनीहरूले तिनीहरूलाई बाहिर निकाले तिनीहरूलाई चोट भएन। तर मेरो ठूलो टाउको दुख्यो । जब सबै समाप्त भयो म खुशी भएँ ।"
18221,7,"I am a very patient person. An example are games. For some games you have to wait weeks, or months. For others you might have to wait years. I have done this before.",8,म अति धैर्यवान व्यक्ति हुँ । एउटा उदाहरण खेलहरू हुन् । केही खेलका लागि तपाईँले हप्ता वा महिना प्रतिक्षा गर्नुपर्दछ । अन्यका लागि तपाईँले वर्षहरू प्रतिक्षा गर्नुपर्दछ । मैले यो पहिले नै गरेको छु ।
18222,7,"I have had to be patient many times in my life. One that I can remember was waiting in a long line for opening of @CAPS1 @CAPS2 @CAPS3 @CAPS6 for this @DATE1. The line must have at least @NUM1 people. This is one of the largest apple orchard in the area I lived in. It was my first time going, but my sister had gone before, countless times. She said that it was one of the scariest things she had ever been to. She brought a friend with her also. Her name is @PERSON1. The opening was going to be at @TIME1, and it was only @NUM2, the line still growing behind us. My heart was pumping faster and faster. I glanced at my watch almost every @NUM3 second. Time seemed to forget to keep ticking. Finally, it was @NUM4. That was when we heard an announcement. Beep! “@CAPS4 ladies and gentlemen! I am sad to announce that we will be opening up @CAPS3 @CAPS6 in @NUM3 more minutes. I’m sorry. Thanks for your cooperation” click. I heard everyone in the line groan. A lot of the people just left to come back tomorrow. Andrew, @PERSON1 and I just sat down to wait it out. Then finally, we heard one last announcement. Beep! “@CAPS4 once again! Are you ready for some @CAPS3? Then come on in! It’s time for @CAPS3 @CAPS9!” That was my story of being patient.",24,"मैले मेरो जीवनमा धेरै पटक धैर्य राख्नु भएको छ । @DATE1 @CAPS1 @CAPS2 @CAPS3 @CAPS6 @DATE1 @CAPS1 @CAPS2 @CAPS3 @CAPS6 @CAPS1 @CAPS2 @CAPS3 @CAPS3 @CAPS6 @CAPS1 @CAPS2 @CAPS3 @CAPS4 @CAPS3 @CAPS4 @CAPS3 @CAPS4 @CAPS3 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @CAPS4 @ लाइनमा कम्तिमा पनि @NUM1 मानिस हुनुपर्दछ । यो मैले बस्ने क्षेत्रमा सबैभन्दा ठूलो स्याल बगैंचाको एक हो। यो मेरो पहिलो यात्रा थियो, तर मेरी बहिनी धेरै पटक अघि जानु भएको थियो। उनी भन्छिन् कि यो उनी भएको सबै भन्दा डरलाग्दा कुराहरूमध्ये एक थियो । तिनले आफ्नो साथमा एउटा साथी पनि ल्याए। उहाँको नाम @PERSON1 हो । सुरुआत @TIME1 मा हुने थियो, र यो मात्र @NUM2 थियो, हाम्रो पछाडि अझै बढिरहेको रेखा । मेरो हृदय छिट्टै छिट्टै बहन थाल्यो। मैले लगभग प्रत्येक @NUM3 सेकेन्डमा मेरो घडीमा हेरें । समय टङ्किङ जारी राख्न बिर्सिएको देखियो । अन्त्यमा, @NUM4 थियो । त्यसबेला हामीले एउटा घोषणा सुन्यौं । बीप! “ @CAPS4 महिला र gentleman! @NUM3 अझ मिनेटमा @CAPS3 @CAPS6 खोल्ने छौं भन्ने घोषणा गर्न म दुखी छु । माफ गर्नुहोस् । तपाईँको सहयोगका लागि धन्यवाद” क्लिक गर्नुहोस् । मैले पङ्क्तिमा भएका सबै मानिसहरूको विलाप सुनें। धेरै मानिसहरूले भोलि फर्कनलाई मात्र छोडेका छन् । एन्ड्रयू, @PERSON1 र म यसलाई बाहिर पर्ख्न बस्यौं । त्यसपछि अन्त्यमा हामीले एक अन्तिम घोषणा सुन्यौं । बीप! “एकपटक फेरि @CAPS4! के तपाईँ केही @CAPS3का लागि तयार हुनुहुन्छ? त्यसपछि भित्र आउनुहोस्! यो @CAPS3 @CAPS9 का लागि समय हो!” यो मेरो धैर्यको कथा थियो।"
18223,7,"Waiting for my child was the longest @NUM1 hours of my life. I had been in the waiting room for nearly the whole time. The nurses kept giving me updates, to calm me, to no avail. So I @CAPS1 out a smoke to ease my nerves. I didn’t know if my wife, or our baby would live. Would it live happy? I just @CAPS1 a puff of smoke, and waited for hours I sat, shutting out the rest of the world to shield my own thoughts. Would it be picked on? I sat, ignoring the nurses pleading, trying to reassure me. Would it shut life out? I sat, waiting for my newborn child. My silence was broken, by a baby crying. I rushed over to my wife’s room, to find her holding a beutiful baby girl. “@CAPS1 you long enough”",20,"मेरो बच्चाको प्रतीक्षा मेरो जीवनको सबैभन्दा लामो @NUM1 घण्टा थियो । म लगभग सम्पूर्ण समयसम्म प्रतीक्षा कक्षमा थिएँ। परिचारिकाहरूले मलाई शान्त पार्नका लागि मलाई अद्यावधिकहरू दिन थाले, तर यसको कुनै उपयोग थिएन। यसकारण म मेरो तंत्रिकाहरू हलाउन एउटा धुवाँ @CAPS1 निकाल्दछु। म जान्दैन थिए कि मेरी पत्नी वा हाम्रो बालक बाँच्ने छन् या छैनन्। के यसले सुखी बाँच्नेछ? म मात्र @CAPS1 धुवाँको मुट्ठो मात्र हुँ, र घन्टा-घन्टासम्म प्रतिक्षा गरें, मैले मेरो आफ्नै विचारहरू ढाल्न बाँकी विश्वलाई बन्द गर्दै बसें। यसलाई लिनुहुन्छ? म बसें र निको हुने परिचारिकाहरूको प्रार्थनालाई उपेक्षा गरें। तिनीहरूले मलाई सान्त्वना दिन खोजे। के यसले जीवनलाई बन्द गर्नेछ? म मेरो नवजात बालकलाई पर्खिरहेको थिएँ। मेरो मौन एउटा बालकले रोएर भाँचियो। मैले आफ्नो पत्नीको कोठामा दगुरें। मैले तिनलाई सावधानीपूर्वक बालकलाई समातेकी देखें। “@CAPS1 तपाईँ पर्याप्त लामो”"
