essay_id,essay_set,essay,score,p4_mbart50_m2m
8873,4,"The author concludes the story with this paragraph because the story started out by Saeng failing the test, going out and buying a plant to comfort her and confessing to her mom. The plant related to her by the memories of her homeland and when she failed that test she felt very depressed and sad. She cried to show her pain, and bought a plant to cheer her up. As she told her mom she felt the pain again but, her mother made her favorite food and helped her plant the plant. She knew that it wasn’t like the old plant but, it was the thought and memories she knew that she couldn’t just give up, so when it came the right time she was going to try the test again. It relates because it helps the readers understand the story a little better and shows that she wasn’t going to just quit. Her mother was very understanding and when she goes to retake the test she will be prepared. That is how it relates back to the story.",2.0,"लेखकले यस अनुच्छेदसँग कथा समाप्त गर्दछ किनभने कथा सुरुआत साङ्गले परीक्षामा असफल भएर, तिनलाई सान्त्वना दिने वनस्पति खरीद गरेर र तिनको आमालाई स्वीकार गरेर सुरु भएको हो । आफ्नो मातृभूमिको स्मरणद्वारा वनस्पतिले तिनलाई सम्बन्धित बनायो र जब तिनी त्यो परीक्षामा असफल भए तिनी अत्यन्त निराशा र दुःखी भइन्। तिनले आफ्नो पीडा देखाउन रोइन् अनि तिनलाई खुशी पार्न एउटा वनस्पति किनिन्। जब उनले आफ्नो आमालाई भनिन् उनले फेरि कष्ट अनुभव गरिन् तर उनको आमाले आफ्नो मनपर्ने खाना बनाए र तिनलाई वनस्पति रोप्न मद्दत गरे। उनी जान्दछिन् कि त्यो पुरानो वनस्पति जस्तो छैन तर उनी जान्दछिन् कि उनी यसलाई छोड्न सक्दैनन् भन्ने विचार र स्मृतिहरू थिए, त्यसैले जब उचित समय आयो उनी फेरि परीक्षण गर्न थाले। यसले पाठकहरूलाई कथा अझ राम्रोसँग बुझ्न मद्दत गर्छ र उनले मात्र अन्त्य गर्ने छैन भन्ने देखाउँछ। तिम्रा आमा साह्रै समझदार थिए र जब उनी फेरि परीक्षामा जान्छन् उनी तयार हुनेछन् । यस प्रकार यसले कथासँग पुन: सम्बन्ध राख्छ ।"
8874,4,I think he concluded the story with paragraph cause then do thing in the story and the report it so when the geese left they will come back and leave again so that what I think I take the test again means.,0.0,मैले सोचें कि उनले कथालाई अनुच्छेद कारणसँग समाप्त गरे र त्यसपछि कथा र प्रतिवेदनमा केही कुरा गरे ताकि जब गाइहरू छोड्छन् तिनीहरू फर्केर आउँछन् र फेरि छोड्छन् ताकि मैले सोचेको म फेरि परीक्षा लिनुको अर्थ हुन्छ।
8875,4,The author concludes the story with this paragraph because when every thing starts coming back she will take the test. That is why the author concludes the story with this parigraph,1.0,लेखकले यस अनुच्छेदले कथा समाप्त गर्दछ किनभने हरेक कुरा फर्केर आउँदा उनी परीक्षण गर्नेछन्। यसकारण लेखकले यस वर्णमालाले कथा समाप्त गर्दछ
8876,4,"The author concludes the story with this paragraph to show a sense of determination that Saeng posesses. When Saeng comes back and shows her mother the hibiscus plant, she is very upset, with tears in her eyes.Her mother at first is disappointed in her for buying the plant, but is then understanding when she realizes that Saeng was distraught. The mother offers to help Saeng plant the hibiscus, which comforts Saeng a little bit, helping her gain the determination she needs to recover. The story says “Almost reluctantly, she realized that many of the things that she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now.” This quote states that Saeng realizes that things at home can be the same as things in her new country. The author uses the term “familiar” to express that Saeng is starting to accept the fact that some things @MONTH1 be different, but she will eventually get used to it, making her view on life more positive.  ",2.0,"लेखकले यस अनुच्छेदले साङ्गले प्रस्तुत गरेको दृढताको भावना देखाउन यस कथालाई समाप्त गर्दछ। जब सेङ्ग फर्केर आइमाईलाई हिबिस्कस वनस्पति देखाउँछिन्, तिनी आँखामा आँसुले रिसाएर अत्यन्तै दुःखी हुन्छिन्। पहिलो पटक तिनीलाई वनस्पति किनेर निराश पार्छिन्, तर त्यसपछि तिनी बुझ्छिन् कि सेङ्ग भ्रमित भएको थियो। आमाले सान्ङ्गलाई हिबिस्कस रोप्न मद्दत गर्न प्रस्ताव गर्छ, जसले सान्ङ्गलाई केही आराम दिन्छ र तिनलाई पुन: स्वस्थ हुनका लागि आवश्यक दृढता प्राप्त गर्न मद्दत गर्छ। यस कथामा लेखिएको छ, ""अहिलेसम्म एकदमै अट्टेरी भएर उनले धेरै कुराहरू सम्झिन् जुन तिनले पहिले अपरिचित ठानेका थिए, अहिले तिनलाई प्रायः परिचित भएका छन्।"" यो उद्धरणले सेङ्गले सम्झिन् कि घरका कुराहरू आफ्नो नयाँ देशमा भएको कुराहरू जस्तै हुन सक्छन्। लेखकले ""परिचित"" शब्द प्रयोग गरेर साङ्गले केही वस्तुहरू @MONTH1 भिन्न भएको स्वीकार गर्न थाल्दैछन् भन्ने कुरा व्यक्त गर्नुहुन्छ, तर अन्त्यमा उनी यसमा सन्तुष्ट हुनेछन्, यसले उनको जीवनको दृष्टिकोणलाई अझ सकारात्मक बनाउँदछ।  "
8877,4,Why the author concludes the story with this paragraph is because in the paragraph there is a lot said that is the main part of this story. For example all the names and talks about the seasons and there comparisions and differences and it talks abouts different buddings like when you get your mids your nuggets and headies of the plant. Because hibiscus is a new form of some nice @CAPS1.,0.0,यस अनुच्छेदमा यस कथाको मुख्य भाग यसकारण लेखकले यस कथालाई किन समाप्त गर्दछ भने यो अनुच्छेदमा धेरै कुराहरू भनिएको छ। उदाहरणका लागि सबै नामहरू र ऋतुहरूका बारेमा कुरा गर्दछ र त्यहाँ तुलनाहरू र फरकहरू छन् र यसले तपाईँको मिड्स तपाईँको नाउँका टुक्राहरू र वनस्पतिको टाउकोहरू प्राप्त गर्दा जस्तै विभिन्न बुडिङहरूका बारेमा कुरा गर्दछ । किनकि हिबिस्कस केही राम्रो @CAPS1 को नयाँ रूप हो ।
8878,4,He states this as the conclusion because it shows the faith that she has in the flower and how it will bring her luck for her up coming test. She feels like the familiar flower is out of place as she is and they can relate to somethings.,1.0,उनी यसलाई निष्कर्षको रूपमा प्रस्तुत गर्दछन् किनभने यसले फूलमा तिनको विश्वास देखाउँछ र यसले तिनको आगमन परीक्षाका लागि तिनको भाग्य कसरी ल्याउनेछ भन्ने देखाउँछ । उनी जसरी उनी छन् त्यस्तै परिचित फूल अयोग्य भएको अनुभव गर्छिन् र तिनीहरूले केहीसँग सम्बन्ध राख्न सक्छन् ।
8879,4,"I believe the author concludes the story with Saeng because it shows when she is reminded of home. I believe she thought she could pass the test when the flower was blooming and reminded her of home. For example, Saeng mumbled, “Not like the kind we had before.” This suggest to me that she was probably home sick. Then when spring comes and it blooms the flower could give her the strength to pass the test. This is why I believe the author ended with this paragraph.",2.0,"मलाई विश्वास छ कि लेखकले साङ्गसँग कथा समाप्त गर्दछ किनभने यसले तिनलाई घरको सम्झना हुन्छ भन्ने देखाउँछ। जब फूल फुलिरहेको थियो र घरको सम्झना भएको थियो, उनी परीक्षा पास गर्न सक्ने सोचिन् भन्ने म विश्वास गर्छु । उदाहरणका लागि, साइङ्गले म्बल्दै भने, “हामी पहिलेको जस्तो छैनौं।” यसले मलाई सुझाव दिन्छ कि उनी घरमा बिमारी भएको हुन सक्छिन्। त्यसपछि जब वसन्त ऋतु आउँछ र फुल्छ, फूलले उसलाई परीक्षा पास गर्ने शक्ति दिन्छ। यसकारण मलाई लाग्छ लेखकले यो अनुच्छेदसँग अन्त्य गर्नुभयो ।"
8880,4,The arthur uses it because Saeng got confidence back from planting the hibiscus and everything that happened that year. So now shes ready and that’s what the arthur wanted the reader to figure out.,1.0,आर्थरले यसलाई प्रयोग गर्दछ किनभने सेङले हिबिस्कस रोपेर र त्यस वर्ष भएको सबै घटनाबाट विश्वास प्राप्त गरे। तर अहिले उनी तयार छन् र आर्थरले पाठकलाई यो बुझ्न चाहन्थे।
8881,4,"the author concludes the story this way because Saeng failed the test, the hibiscus comforts her, and she feels she is similar to the geese. For example, Saeng says “I-I failed the test.” She has admitted to failing the test and is upset about it and wants to “take that test again."" @CAPS1, Saeng says,"" And that rich sweet scent- that was familiar, too, “while describing the hibiscus. The familiarity of the plant comforts her and will allow her to build up the courage to “take the test again.” Finally, at one point Saeng thinks to herself, ""the quiet repetition of season opon season, almost familiar to her now. Like the geese.” Saeng feels similar to the geese in this way and this allows her to decide to take the test “ when the snow melts and the geese return.” The author concludes the story strongly, describing how Saeng failed the test, how the hibiscus comforts her and she feels similar to the geese.",3.0,"लेखकले यस कथालाई यसरी समाप्त गर्दछ किनभने साङ्गले परीक्षामा असफल भएकी थिइन्, हिबिस्कसले तिनलाई सान्त्वना दिन्छिन् र तिनलाई ग्वाँसोहरू जस्तै लाग्छिन्। उदाहरणका लागि, सेङले भन्छिन्, ""म-म परीक्षामा असफल भएँ ।"" उनी परीक्षामा असफल भएको स्वीकार गरिन् र यसमा दुःखी छन् र ""यस परीक्षा फेरि लिन चाहन्छिन् ।"" @CAPS1, सेङ भन्नुहुन्छ,""र त्यो समृद्ध मीठो सुगन्ध-यो पनि परिचित थियो,""जब हिबिस्कस वर्णन गरिरहेछन् । यस वनस्पतिको परिचितताले उनलाई सान्त्वना दिन्छ र ""फेरि परीक्षण गर्न"" साहस निर्माण गर्न अनुमति दिन्छ। अन्त्यमा, एक बिन्दुमा सान्ङ्गले आफैलाई सोच्दछ, ""साison opon seasonको शान्त पुनरावृत्ति, अहिले तिनलाई प्रायजसो परिचित छ। यस प्रकार सेङ्गले ग्वाँसोसँग समान अनुभव गर्दछ र यसले तिनलाई परीक्षा लिन निर्णय गर्न अनुमति दिन्छ “जब हिऊँ झर्छ र ग्वाँसोहरू फर्किन्छन्।” लेखकले यस कथालाई कडा रूपमा समाप्त गर्दछ, कसरी सेङ्गले परीक्षामा असफल भयो, कसरी हिबिस्कसले तिनलाई आराम दिन्छ र तिनले ग्वाँसोसँग समान अनुभव गर्दछ भन्ने वर्णन गर्दै।"
8882,4,I think the author ends the story with this paragraph because she will be reminded of her homeland and going home. The reason I say that is because the geese are returning home and she wants to. Also the hibiscus will be budding in the wild just like back home,1.0,मलाई लाग्छ लेखकले यो अनुच्छेदद्वारा कथा अन्त्य गर्दछ किनभने तिनलाई आफ्नो मातृभूमि र घर फर्केर जाने सम्झना गरिनेछ । म यसो भन्दैछु किनभने गाइहरू घर फर्किरहेका छन् र तिनले त्यसो गर्न चाहन्छन्। हिबिस्कस पनि घर जस्तै जंगलमा बउंड्नेछ।
8883,4,"I think that the author concludes the story with this paragraph by teaching Saeng how to be confident and vow silently, In order to teach her more lessons because of the fact she failed the test in the middle of the passage Saeng tells her mother that when the snow is gone in the spring time she will retake the test that she failed. Her mother was very upset when she found out that Saeng failed the test the first time.",1.0,"मलाई लाग्छ कि लेखकले सान्ङ्गलाई कसरी आत्मविश्वासी हुन र चुपचाप प्रतिज्ञा गर्ने सिकाएर यस अनुच्छेदसँग कथा समाप्त गर्दछ, सान्ङ्गले सान्ङ्गलाई पासाको मध्यमा परीक्षामा असफल भएको तथ्यको कारणले धेरै पाठहरू सिकाउनका लागि सान्ङ्गले आफ्नो आमालाई बताउँदछन् कि जब बर्फ हिड्ने छ, उनी परीक्षामा असफल हुनेछन्। साङ्गले पहिलो पटक परीक्षामा असफल भएको थाहा पाएकी बेला उनको आमा एकदमै दुःखी भए।"
8884,4,They probably ended it like that to build suspense of leave the reader on a good note because someone @MONTH1 think things are going to get better for them and Saeng @MONTH1 get her license. They @MONTH1 get more money.,1.0,तिनीहरूले सम्भवत: पाठकलाई राम्रो द्रष्टव्यमा छोड्नका लागि सं suspense निर्माण गर्न यस्तो अन्त्य गरे किनभने कसैले @MONTH1 सोच्दछ कि तिनीहरूका लागि केही राम्रो हुनेछ र साङ @MONTH1ले आफ्नो लाइसेन्स प्राप्त गर्दछन् । तिनीहरू @MONTH1 ले धेरै पैसा प्राप्त गर्दछन् ।
8885,4," In” Winter Hibiscus,” by Minfong Ho, the main character, saeng , undergos many obstacles as she tries to adapt to her new country , which is very different from her home. The author chooses to end the story, as,” When they come back, saeng vowed silently to herself, in the spring when the snow melt and the geese return and this hibiscus is budding , then I will take that test again.” @CAPS1 the author meant to end the story in this fashion to ensure the reader that saeng has found new hope , which symbolized by the hibiscus flower.Now along with  budding  new hope, the flower also carries a sentimental value ,about her home .Sometimes ,the best way to overcome your obstacles is to embrace them, as she did in the greenhouse ,then   that leaves room to start anew.",3.0," मिनोङ होद्वारा लिखित “शीता हिबिस्कस”मा मुख्य पात्र साङ्गले आफ्नो घरबाट एकदमै भिन्न आफ्नो नयाँ देशमा परिर्वतन गर्ने प्रयास गर्दा धेरै बाधाहरू सामना गरिन्। लेखकले कथा अन्त्य गर्ने निर्णय लियो,""जब तिनीहरू फर्केर आउँछन्, साङ्गले स्वयंलाई चुपचाप प्रतिज्ञा गरे, वसन्त ऋतुमा जब हिऊँ टल्किन्छ र geese फर्केर आउँछ र यो हिबिस्कस बडिरहेको छ, तब म त्यो परीक्षण फेरि गर्नेछु।"" @CAPS1 लेखकले यस तरिकाले कथा अन्त्य गर्ने योजना गरेको थियो जसले पाठकलाई निश्चित गर्छ कि साङ्गले नयाँ आशा फेला पारेको छ, जुन हिबिस्कस फूलद्वारा प्रतिबिम्बित गरिएको छ। अहिले बडिरहेको नयाँ आशासँगै फूलले पनि आफ्नो घरका बारेमा भावात्मक मूल्य बोक्दछ। कहिलेकाहीं, तपाईँको अवरोधहरू हटाउनका लागि सबैभन्दा उत्तम बाटो तिनीहरूलाई समर्पण गर्नु हो, जसरी उनले ग्रीनहाउसमा गरे, त्यसपछि त्यो नयाँ सुरुआत गर्न कोठा छोड्छ।"
8886,4,The author concludes the story with this paragraph to snow that just because you fail once you  shouldn’t give up.  From  what  was  expressed  it  the  paragraph it  was  implied to me that Saeng  will become  stronger by spring and be able to pass the test .,1.0,लेखकले यस अनुच्छेदले यस कथालाई समाप्त गर्दछ कि तपाईँले एकपटक असफल हुनुभयो भने तपाईँले छोड्नुहुँदैन।  यस अनुच्छेदमा व्यक्त गरिएको कुराबाट मलाई आशय भयो कि सेइङ्गले बसन्तसम्म बलियो हुनेछ र परीक्षा पास गर्न सक्षम हुनेछन्।
8887,4,"The author concludes this story with this paragraph because all things have routins and things they have to do to survive. The geese fly @CAPS1 for the warm months so they don’t die from the cold. The flower dies in the winter is brought back to life in the spring. This pertains to Saeng because when the geese and the flowr come back she will take the test of trying to fit in, in her new country, That is why the auther chose this to end the story.",2.0,लेखकले यो कथा यो अनुच्छेदसँग समाप्त गर्दछ किनभने हरेक वस्तुसँग रूटिनहरू छन् र तिनीहरूलाई जीवित रहनका लागि गर्नु पर्ने कुराहरू छन् । गेस्हरू गर्मीको महीनाका लागि @CAPS1 मा उड्छन् त्यसैले तिनीहरू चिसोबाट मर्दैनन्। ग्रीष्म ऋतुमा फूल मर्दछ र बसन्तमा पुन: जीवन ल्याउँछ। यो साङसँग सम्बन्धित छ किनभने जब गहुँ र फुल्ने बाख्राहरू फर्केर आउँदछन् त्यसले आफ्नो नयाँ देशमा ठीक हुने प्रयास गर्ने परीक्षा लिन्छिन्। यसकारण यस कथाको अन्त्य गर्न आदरले यो रोजिन्।
8888,4,"In the story, “Winter Hibiscus”, the author ends with the last specified paragraph, “When they came back…then I will take that test again.” because it leaves many un-answered questions the reader might have. The reader then might want to read her next piece of work. Basically, the last paragraph drows attention to the reader. many of the unanswered questions revolve around, “I failed the test.”. We also do not know “her gentle grandmother”, “mrs.Lambert”, and “home”. Another reason the author might end the story with that paragraph is to have a effect on the reader. The reader is left to only assume and imagine what things are to come. Will she pass the test? Will she go home? What will happen? All we know is, ”when the snow melts, and the geese return and the hibiscus is budding, then I will take the test again.” most likely the author ended the story with the paragraph for dramatic effect for the reader. This is why, I believe the author of “Winter Hibiscus” ended with the specified paragraph.",2.0,"""हिबिस्कस हिउँद"" कथामा लेखकले अन्तिम निर्दिष्ट गरिएको खण्डमा समाप्त गर्छ, ""जब तिनीहरू फर्के... तब म त्यो परीक्षण फेरि गर्नेछु ।"" किनभने यसले पाठकसँग धेरै उत्तर नदिइएका प्रश्नहरू छोड्छ । त्यसपछि पाठकले उहाँको अर्को कार्यको टुक्रा पढ्न चाहन सक्छ । आधारभूत रूपमा, अन्तिम अनुच्छेदले पाठकलाई ध्यान दिंदछ । धेरै उत्तर नदिइएका प्रश्नहरू चारैतिर घुम्छन्, “म परीक्षामा असफल भएँ ।” हामी “उहाँको भद्र दादी”, “श्री Lambert” र “घर” पनि जान्दैनौं । लेखकले त्यो अनुच्छेदसँग कथा अन्त्य गर्न सक्ने अर्को कारण पाठकमाथि प्रभाव पार्ने हो । पाठकलाई भविष्यमा के हुने छ भन्ने अनुमान र कल्पना मात्र गर्न दिइन्छ। के उनले परीक्षा पास गर्नेछिन्? के ऊ घर जानेछ? के घट्नेछ? हामी सबैले जान्दछौं, “जब हिऊँ झर्छ र geese फर्कन्छ र हिबिस्कस बढिरहेको छ, तब म फेरि परीक्षण गर्नेछु।” लेखकले पाठकका लागि नाटकीय प्रभावका लागि खण्डमा कथा समाप्त गरे जस्तो लाग्छ। यसकारण, मलाई विश्वास छ कि “हिबिस्कस हिउँद”को लेखकले निर्दिष्ट गरिएको अनुच्छेदसँग अन्त्य गर्नुभयो ।"
8889,4,"I think that she ended the story like that because it means that she is getting used to all the seasons. “In the spring when the snow melts and the geese return and this hisbiiscus is budding, then I will take the test again.” She will and take the test once its not cold anymore so she will wait until the geese come again which will be spring by then. I think that she is also trying to say that when the snow melts and the geese are there again she will have taken the test and pass it. This is I think she ended it like this because how they mean something to her.",1.0,"म सोच्दछु उनी यस प्रकारले कथा अन्त्य गरिन् किनभने यसको अर्थ उनी सबै ऋतुहरूमा परिश्रम गरिरहेका छन् भन्ने हो । “spring when the snow melts and the geese return and this hisbiiscus is budding, then I will take the test again.” (अन्त ऋतुमा जब हिऊँ melts र geese return and this hisbiiscus is budding, तब म फेरि परीक्षण गर्नेछु।” (अन्त ऋतुमा म फेरि परीक्षण गर्नेछु।) तब तिनी फेरि परीक्षण गर्नेछन्। त्यसपछि तिनी फेरि फर्केर आउनेछन्। त्यसपछि तिनी फेरि फर्केर आउनेछन्। म सोच्दछु उनी पनि भन्न खोजिरहेका छन् कि जब हिउँ झर्छ र geese त्यहाँ फेरि छन्, उनी परीक्षा लिएका छन् र यसलाई पास गर्नेछन्। म सोच्दछु उनी यसलाई यस प्रकारले अन्त्य गरे किनभने तिनीहरूले तिनलाई केही अर्थ दिन्छन ।"
