essay_id,essay_set,essay,score,p3_mbart50_m2m
5988,3,"The setting of the authors “ shortcut” effected his performance and strength tremendously . whether it was the hills, heat or barren landscape all three took their toll on Joe Kurmaskie. Not only that, but his lack of water depleted his energy as well.” Flat road was repalced by short rolling hills.” The hills were a tough thing to pass since Joe was being drained of energy. He overcame this exhaustion when a building came into views.” I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited with what I believed was my last burst of energy. I manouvered down the hill.” The authour overcame all the problems ne faced even though it was difficult. He seems to have written this piece to exaggrate how important it is to keep going when you want to give up. Winston churchill once said, “ success is not final, failure is not fatal: it is the courage it takes to continues that counts.” I believe that @PERSON2 agrees.",3,"लेखकको ""सार्टकट"" सेटिङले उनको कार्यसम्पादन र शक्तिलाई उल्लेखनीय रूपले प्रभाव पार्यो। चाहे पहाडहरू, गर्मी वा असिना दृश्य भए पनि तीनैले जो कुर्मासकीलाई क्षति पुर्याए। यो मात्र होइन, तर पानीको अभावले उनको शक्ति पनि ध्वस्त पार्यो। Flat road was repalced by short rolling hills. “सादा बाटो छोटो घुम्ने पहाडहरूद्वारा विभाजित भएको थियो। पहाडहरू जानु कठिन थियो किनभने जो शक्तिबाट शून्य भएको थियो। जब एउटा भवन दृश्यमा आयो त्यसले यो थकिततालाई परास्त गर्यो। मैले आफ्नो आँखाबाट पसी निकालें ताकि यो जादू होइन भन्ने निश्चित हुन सकियो, र मैले विश्वास गरेको मेरो अन्तिम शक्तिको ज्वालासँग अति उत्तेजित नहोस् भन्ने प्रयास गरें। मैले पहाडबाट हिंड्ने प्रयास गरें।""अर्थूरले सामना गर्नु पर्ने सबै समस्याहरू जित्यो यद्यपि यो कठिन थियो। जब तपाईँले त्याग गर्न चाहनुहुन्छ तब जारी राख्न कति महत्वपूर्ण छ भन्ने स्पष्ट पार्न उनले यो लेखिएको जस्तो देखिन्छ । विन्स्टन चर्चिलले एक पटक भने, ""विफलता अन्तिम होइन, असफलता घातक होइन: जारी राख्न आवश्यक साहस मात्र महत्वपूर्ण छ ।"" म विश्वास गर्छु @PERSON2 सहमत हुन्छ ।"
5989,3,"The features of the setting affect the cyclist very much so! The cyclist is riding through the hot desert. Meaning he needs lots of cold water to keep him hydrated. The longer he rides in the hot sun, the more he sweats, the more likely he will get dehydrated. If he was riding in the rain or snow it could possibly slow him down also, because he would be cold and his muscles might get stiff and not be able to move as fast. This is why the setting affects the cyclist very much so. ",1,"सेटिङको विशेषताहरूले चक्रवातलाई धेरै असर पार्दछ! सायकल चालक गरम मरूभूमिमा चढिरहेको छ। यसको अर्थ उहाँलाई hydrated राख्न धेरै शीत पानीको आवश्यक पर्दछ । उष्ण घाममा ऊ लामो समयसम्म चढ्छ, उ साह्रै साह्रै थकाउँदछ, उ पानीबाट हट्ने सम्भावना धेरै हुन्छ। यदि उनी वर्षा वा हिउँमा चढिरहेका थिए भने यसले उनलाई सुस्त पार्न पनि सक्छ, किनभने उनी शीत हुनेछन् र उनको हड्डी कठोर हुन सक्छ र उ उस्तै छिटो सार्न सक्दैनन्। यसकारण सेटिङले चक्रवातलाई धेरै असर पार्दछ। "
5990,3,"There was many features that affected the cyclist such as heat and lack of water. The cyclist was drinking a lot of water throughout the story and ends up only having little water left. “I eased past, trying to keep my balance in my dehydrated state.” That shows he wasn’t prepared with enough water for his trip to Yosemite. Without water he/she would die from the heat. “Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from heat stroke"" This states that he @CAPS1 the danger of not having enough water in his system. Features such as water and heat affected him/her throughout the story. Not having enough water could make him/her lose more sweat and the heat is making him lose even more sweat which can cause extreme heatstroke.",3,"त्यहाँ गर्मी र पानीको अभाव जस्ता धेरै विशेषताहरू थिए जसले चक्रवातलाई प्रभावित गरे । कथाभरि सायकलमा चढ्ने व्यक्तिले धेरै पानी पिउथ्यो र अन्त्यमा थोरै पानी मात्र बाँकी रह्यो । “मैले मेरो निर्जलीकरण भएको अवस्थामा मेरो सन्तुलन कायम राख्न प्रयास गरें।” यसले यो देखाउँछ कि उनी योसेमीट यात्राका लागि पर्याप्त पानीसँग तयार थिएनन्। पानी बिना ऊ/उनी गर्मीबाट मर्नेछ। ""मेरो कम्मरमा सुख्खा थै sweatको विस्तृत घण्टीहरू वरिपरि घुम्यो, र गर्मीको स्ट्रोकबाट म खस्न सक्छु भन्ने बढ्दो बोध"" यसले भन्छ कि उनी आफ्नो प्रणालीमा पर्याप्त पानी नभएको खतरामा CAPS1 छन् । पानी र गर्मी जस्ता विशेषताहरूले कथाभरि उहाँलाई प्रभावित पार्यो । पर्याप्त पानी नभएकोले उसलाई/उनीलाई अधिक हिडाइ गुमाउन सक्छ र गर्मीले उसलाई अझ बढी हिडाइ गुमाउन सक्छ जुन अति घातक हुन सक्छ।"
5991,3,"The features in the setting affected the cyclist in many ways. Initially, when the cyclist went through the road with the big snake in the middle of it made him keep cations and very unease. Furthermore, the desert and nothing around gave the cyclist of abandoness and no help for when he is I trouble. Finally, the cyclist is greatly relieved when he sees the bait store and that people are there. The features in the setting greatly affected the cyclist on his ride.",2,"सेटिङको विशेषताहरूले धेरै तरिकाले साइकलिस्टलाई प्रभावित पार्यो । शुरुमा, सायकलमा चढ्ने व्यक्तिले बाटोको बीचमा एउटा ठूलो सर्पसँग हिंड्दा उसलाई कम्बल र असन्तुष्ट बनायो। यसको अतिरिक्त, मरूभूमि र वरिपरिको केही पनि साइकलिस्टलाई छोडिएको ठाउँबाट केही पनि दिएनन् र जब उनी मसँग समस्या हुन्छ तब तिनीहरूको लागि मद्दत पनि दिएनन्। अन्त्यमा, साइकिलमा चढ्ने व्यक्तिले माछाको भण्डार देखेर मानिसहरू त्यहाँ छन् भन्ने देखेर खुबै संतुष्ट हुन्छ । सेटिङको विशेषताहरूले सायकलमा चढ्ने व्यक्तिलाई ठूलो असर पार्यो ।"
5992,3,"The features of the setting in “Rough Road Ahead:Do Not Exceed Posted Speed Limit,” by Joe kurmaksie,greatly affect the cyclist and put him through many hardships that he probably could have avoided.The old cotagers told him about a path they thought was right,but was hard and did not get him to the right place.The features of the setting are described as “flat road was replaced by short rolling hills.”",1,"जो कुर्मसिद्वारा लिखित “Rough Road Ahead:Do Not Exceed Posted Speed Limit,” मा सेटिङको विशेषताहरूले साइकलिस्टलाई ठूलो असर पार्दछ र तिनलाई धेरै कठिनाइहरूबाट पार्दछन् जसलाई तिनले शायद बचाउन सक्थे। पुरानो कोडकारहरूले तिनलाई बाटोको बारेमा बताए जुन तिनीहरूले सही ठानेका थिए, तर कठिन थियो र तिनलाई सही ठाउँमा पुर्याउँदैनन्। सेटिङको विशेषताहरू ""flat road was replaced by short rolling hills"" मा वर्णन गरिन्छन्।"
5993,3,"In the essay Do Not Exceed Posted Speed Limit the author Joe Kurmaskie uses the features of the setting to affect the cyclist. The cyclist is affected by these features because of he sees the same setting (the dessert) for several miles, he has no water and, the road has a lot of hills. The cyclist could been affected by seeing the dessert and no scenary changes for a wahile. When you look at one same scene for hours you could start to get tired and bored with everything. So this cause him to be very drossy and bored. Also the cyclist had no water as none of the fountains were cold water. Having no water out in the dessert could make you dehydrate and faint.",2,"यस निबन्धमा पोस्ट गरिएको गति सीमा अनगन्ती नगर्नुहोस् लेखक जो कुर्मासकीले सेटिङको विशेषताहरू साइकलिस्टलाई प्रभाव पार्न प्रयोग गर्दछ । साइकिलले यी विशेषताहरूद्वारा प्रभावित हुन्छ किनभने उसले धेरै माइलसम्म उस्तै परिवेश (देस्टर) देख्छ, ऊसँग पानी छैन र सडकमा धेरै पहाडहरू छन्। सायकलमा हिड्ने व्यक्तिले डिザーट देखेर प्रभावित हुन सक्छ र वाहिलका लागि दृश्यात्मक परिवर्तन हुँदैन। जब तपाईँ घण्टाका लागि एउटै दृश्यलाई हेर्नुहुन्छ, तपाईँले हरेक कुरासँग थकित हुन र बिर्सन सुरु गर्न सक्नुहुन्छ । यसकारण येशू साह्रै अल्छी र दिक्दारी हुनुभयो। साइकिलमा चढ्ने व्यक्तिलाई पनि पानी थिएन किनभने कुनै पनि झरनाहरू तातो पानी थिएनन्। मिठाईमा पानी बाहिर नराखेकोले तपाईँलाई पानी हटाउन र कमजोर पार्न सक्छ ।"
5994,3,"Many different characteristics in a setting and determine the outcome of an event there. Im the story, Rough Road Ahead Do Not Exceed Posted Speed Limit, the cyclists journey was affected my a few weather relouded things. The heat was an extreme thing that showed him down and in most cases detened him from reading his maximum level of ability. Also the time of your in which this labes place, greatly affects the cyclist. Lastly, the type of road and amount of ground that he has to cover after affects his performance. Overall, setting can be a determining factor in a journey as they life",2,"परिवेशमा धेरै भिन्न विशेषताहरू र त्यहाँ घटनाको परिणाम निर्धारण गर्दछ । यस कथामा, रफ रोड अगाडि गति सीमाभन्दा बढी नगर्नुहोस् पोष्ट गरिएको, साइकिलको यात्राले मेरो केही मौसमी वस्तुहरूलाई प्रभावित गर्यो। गर्मी एकदमै ठूलो थियो जसले उसलाई कमजोर तुल्यायो र प्राय: उसलाई उसको अधिकतम क्षमताको स्तर पढ्नबाट रोक्यो । तपाईँको समय जहाँ यो ल्याबहरू राखिन्छ, धेरै जसो चक्रवातलाई प्रभाव पार्दछ । अन्त्यमा, बाटोको प्रकार र जमीनको मात्रा जसले उहाँलाई ढाक्न आवश्यक पर्दछ उहाँको कार्यसम्पादनलाई असर पार्दछ । समग्र रूपमा, तिनीहरूको जीवनको यात्रामा परिवेश एक निर्णायक तत्व हुन सक्छ"
5995,3,"The setting of the story affects the cyclist in many ways. Since he is riding in the California desert, he always feels very hot and is always in constant thirst. In addition to this the area he is riding in appears to be quite desolate. He finds nothing but old abondored buildings. He doesn't find anyone. No people or cars, or any sign of modern civilization. This causes him to feel a little unnerved as if something happened to him nobody would know about it. This is especially prevelent when he become dehydrated. In those ways, the cyclist is very much affected by the setting.",2,"कथाको सेटिङले चक्रवातलाई धेरै तरिकाले प्रभाव पार्दछ । उनी क्यालिफोर्नियाको मरूभूमिमा चढिरहेको हुनाले उनी सधैँ अति गरम अनुभव गर्दछन् र सधैँ निरन्तर तिर्खाएका हुन्छन् । यसको अतिरिक्त उनी चढिरहेको क्षेत्र एकदमै रित्तो देखिन्छ । उहाँले पुरानो बहुमूल्य भवनहरू मात्र फेला पार्नुहुन्छ । उसले कसैलाई पनि फेला परेन । कुनै मानिस वा कार छैन, वा आधुनिक सभ्यताको कुनै चिन्ह छैन। यसले उसलाई केही नराम्रो भएको जस्तो भयभीत बनाउँदछ जसरी कसैले पनि उसलाई केही भएको थाहा पाउँदैन। यो विशेष रूपले उ निर्जलित भएको बेलामा प्रबल हुन्छ । यस प्रकार सेटिङले सायकल चालकलाई धेरै प्रभावित पार्छ ।"
5996,3,"In the story “Rough Road Ahead” by @PERSON1, the features of the setting affect the cyclist in many ways. One way the setting affects the cyclist is, in the desert, the cyclist drank more water than before. For example, the text states “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. You will drink more water in a desert than in a forest. If you go cycling, be aware of the settings around you because they will affect you.",1,"@PERSON1 द्वारा लेखिएको कथा ""Rough Road Ahead"" मा, सेटिङको विशेषताहरूले साइकिललाई धेरै तरिकाले प्रभाव पार्दछ। सेटिङले साइकलसिस्टलाई असर पार्ने एउटा तरिका मरूभूमिमा साइकलसिस्टले पहिलेको भन्दा बढी पानी पियो । उदाहरणका लागि, यो पाठले भन्छ: “मैले मेरो पानीको बोतलहरू नियमित रूपमा हिर्काएको थिएँ, र जुनमा म क्यालिफोर्नियाको उच्च मरूभूमिमा यात्रा गरिरहेको थिएँ। तिमीहरू मरूभूमिमा जंगलमा भन्दा मरूभूमिमा धेरै पानी पिउनेछौ। यदि तपाईँ सायकलमा जानु भयो भने, तपाईँको वरिपरिको परिवेशको बारेमा सचेत हुनुहोस् किनभने तिनीहरूले तपाईँलाई प्रभाव पार्नेछन् ।"
5997,3,"Some features of the setting affect the cyclist. First the cyclist followed the old codgers advice of how to get to Yosemite National Park. Their advice was no use and didnt help her in the end. Next, “a tarlike substance oozed out” of what she thoot was going to be water. Then the terrain changed to “short, rolling hills”, which wasnt helping, her bike better. Lastly, ""tumble weeds crossed my path and a ridiculously large snake”, slowed her down. All of these road blocks in the setting affected the cyclist.",2,"सेटिङको केही विशेषताहरूले सायकलिस्टलाई असर पार्दछ । पहिले सायकलमा चढ्ने व्यक्तिले योसेमीट राष्ट्रिय निकुञ्जमा जानका लागि पुरानो कोडगरहरूको सल्लाह अनुसरण गरे। तिनीहरूको सल्लाहको कुनै उपयोग थिएन र अन्तमा तिनलाई मद्दत गरेन। त्यसपछि उनले खन्दै गरेको पानीबाट “तल जस्तो पदार्थ बाहिर निस्क्यो।” त्यसपछि टेनिसट “छोटो, घुम्ने पहाडहरू” मा परिवर्तन भयो, जुन मद्दत गर्दैन, उहाँको साइकिल राम्रो थियो । अन्त्यमा,""तपाईंको बाटोमा टम्बल वनस्पतिहरू र अचम्म लाग्दो ठूलो सर्प""ले उहाँलाई सुस्त बनायो। यस परिवेशमा भएका सबै सडकको अवरोधले सायकललाई प्रभावित पार्यो ।"
5998,3,"The features of the setting that affect the cyclist are the lack of water, out of date information, and rolling hills. If he had up to date information then he would probably have got water from a town that’s not empty or almost empty like a “ghost town” as the cyclist said.",2,"साइकलिस्टलाई प्रभाव पार्ने परिवेशको विशेषताहरू पानीको अभाव, अप्रचलित सूचना, र घुम्ने पहाडहरू हुन् । यदि उनीसँग अद्यावधिक सूचना छ भने सायकलवादकले भने जस्तै “हैरो शहर” जस्तो खाली वा लगभग खाली नभएको शहरबाट पानी पाउनेछन्।"
5999,3,The cyclist has a couple things if he racing and the wind is blowing then theres a problem and he has to follow traffic law and ride on the right side or the road.,1,सायकलकारसँग केही कुराहरू छन् यदि उनी दौडन्छन् र हावा बहन्छ भने त्यहाँ समस्या हुन्छ र तिनलाई यातायात कानुनको पालन गर्नु पर्दछ र दायाँतिर वा सडकमा चढ्नु पर्दछ ।
