essay_id,essay_set,essay,score,p3_google_trans
5988,3,"The setting of the authors “ shortcut” effected his performance and strength tremendously . whether it was the hills, heat or barren landscape all three took their toll on Joe Kurmaskie. Not only that, but his lack of water depleted his energy as well.” Flat road was repalced by short rolling hills.” The hills were a tough thing to pass since Joe was being drained of energy. He overcame this exhaustion when a building came into views.” I wiped the sweat from my eyes to make sure it wasn’t a mirage, and tried not to get too excited with what I believed was my last burst of energy. I manouvered down the hill.” The authour overcame all the problems ne faced even though it was difficult. He seems to have written this piece to exaggrate how important it is to keep going when you want to give up. Winston churchill once said, “ success is not final, failure is not fatal: it is the courage it takes to continues that counts.” I believe that @PERSON2 agrees.",3,"लेखकहरूको सेटिङ ""सर्टकट"" ले उनको प्रदर्शन र शक्तिलाई धेरै प्रभाव पार्यो। चाहे त्यो पहाड होस्, गर्मी होस् वा बाँझो परिदृश्य यी तीनैले जो कुर्मास्कीलाई आफ्नो टोलमा पारे। त्यति मात्र होइन, पानीको कमीले उसको ऊर्जा पनि घटाउँछ।” समतल सडक छोटो घुमाउरो पहाडहरूले प्रतिस्थापन गरेको थियो।"" पहाडहरू पार गर्न गाह्रो चीज थियो किनभने जो ऊर्जाको निकास भइरहेको थियो। उनले यो थकानलाई पार गरे जब एक भवन दृश्यमा आयो।"" मैले मेरो आँखाबाट पसिना पुछिदिएँ कि यो मृगतृष्णा होइन, र मैले विश्वास गरेको मेरो ऊर्जाको अन्तिम फट हो भनेर धेरै उत्साहित नहुने प्रयास गरें। म पहाडबाट तल ओर्लें।"" लेखकले कठिन भए पनि सामना गर्नुपर्ने सबै समस्याहरू पार गरे। तपाईंले छोड्न चाहनुहुँदा जारी राख्नु कत्तिको महत्त्वपूर्ण छ भनी अतिरञ्जन गर्न उनले यो टुक्रा लेखेको देखिन्छ। विन्स्टन चर्चिलले एक पटक भनेका थिए, ""सफलता अन्तिम होइन, असफलता घातक हुँदैन: यो जारी राख्नको लागि हिम्मत चाहिन्छ, यो महत्त्वपूर्ण छ।"" मलाई विश्वास छ कि @PERSON2 सहमत हुनुहुन्छ।"
5989,3,"The features of the setting affect the cyclist very much so! The cyclist is riding through the hot desert. Meaning he needs lots of cold water to keep him hydrated. The longer he rides in the hot sun, the more he sweats, the more likely he will get dehydrated. If he was riding in the rain or snow it could possibly slow him down also, because he would be cold and his muscles might get stiff and not be able to move as fast. This is why the setting affects the cyclist very much so. ",1,"सेटिङका ​​सुविधाहरूले साइकल चालकलाई धेरै असर गर्छ! साइकल यात्री तातो मरुभूमिमा सवारी गर्दै छन्। यसको मतलब उसलाई हाइड्रेटेड राख्न धेरै चिसो पानी चाहिन्छ। ऊ चर्को घाममा जति लामो समयसम्म सवारी गर्छ, उसलाई जति धेरै पसिना आउँछ, उति नै निर्जलित हुने सम्भावना हुन्छ। यदि ऊ वर्षा वा हिउँमा सवारी गरिरहेको थियो भने यसले उसलाई ढिलो पनि गर्न सक्छ, किनकि ऊ चिसो हुनेछ र उसको मांसपेशीहरू कडा हुन सक्छ र छिटो हिड्न सक्षम नहुन सक्छ। यही कारणले सेटिङले साइकल चालकलाई धेरै असर गर्छ।"
5990,3,"There was many features that affected the cyclist such as heat and lack of water. The cyclist was drinking a lot of water throughout the story and ends up only having little water left. “I eased past, trying to keep my balance in my dehydrated state.” That shows he wasn’t prepared with enough water for his trip to Yosemite. Without water he/she would die from the heat. “Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from heat stroke"" This states that he @CAPS1 the danger of not having enough water in his system. Features such as water and heat affected him/her throughout the story. Not having enough water could make him/her lose more sweat and the heat is making him lose even more sweat which can cause extreme heatstroke.",3,"त्यहाँ धेरै सुविधाहरू थिए जसले साइकल चालकलाई असर गर्यो जस्तै गर्मी र पानीको अभाव। साइकल चालकले कथा भरि धेरै पानी पिईरहेको थियो र थोरै पानी मात्र बाँकी छ। ""मैले विगतलाई सहज बनायो, मेरो निर्जलित अवस्थामा मेरो सन्तुलन राख्ने प्रयास गर्दै।"" यसले देखाउँछ कि उनी योसेमाइटको यात्राको लागि पर्याप्त पानीको साथ तयार थिएनन्। पानी बिना ऊ गर्मीबाट मर्ने थियो। ""सुकेको पसिनाको फराकिलो औंठीले मेरो शर्ट घुम्यो, र म गर्मी स्ट्रोकबाट खस्न सक्छु भन्ने बढ्दो अनुभूति"" यसले बताउँछ कि उसले @CAPS1 आफ्नो प्रणालीमा पर्याप्त पानी नभएको खतरामा छ। पानी र गर्मी जस्ता सुविधाहरूले उसलाई/उनीलाई प्रभाव पार्छ। कथा। पर्याप्त पानी नहुँदा उसलाई थप पसिना बगाउन सक्छ र गर्मीले उसलाई झन् पसिना डुब्न बाध्य बनाइरहेको छ जसले चरम गर्मीको कारण हुन सक्छ।"
5991,3,"The features in the setting affected the cyclist in many ways. Initially, when the cyclist went through the road with the big snake in the middle of it made him keep cations and very unease. Furthermore, the desert and nothing around gave the cyclist of abandoness and no help for when he is I trouble. Finally, the cyclist is greatly relieved when he sees the bait store and that people are there. The features in the setting greatly affected the cyclist on his ride.",2,"सेटिङका ​​सुविधाहरूले साइकल चालकलाई धेरै तरिकामा असर गर्यो। सुरुमा ठूला सर्प बिचमा लिएर बाटो भएर हिँड्दा साइकल यात्रीलाई केसन राख्ने र निकै अप्ठ्यारो परेको थियो । यसबाहेक, मरुभूमि र वरिपरि केहि पनि परित्याग को साइकल चालक दिएन र मलाई समस्या हुँदा को लागी कुनै सहयोग दिएन। अन्तमा, साइकल चालकले चारा पसल र मानिसहरू त्यहाँ भएको देख्दा धेरै राहत पाउँछन्। सेटिङमा रहेका सुविधाहरूले साइकल चालकलाई आफ्नो सवारीमा धेरै प्रभाव पार्यो।"
5992,3,"The features of the setting in “Rough Road Ahead:Do Not Exceed Posted Speed Limit,” by Joe kurmaksie,greatly affect the cyclist and put him through many hardships that he probably could have avoided.The old cotagers told him about a path they thought was right,but was hard and did not get him to the right place.The features of the setting are described as “flat road was replaced by short rolling hills.”",1,"जो कुर्माक्सी द्वारा ""रफ रोड अहेड: पोष्ट गरिएको स्पीड लिमिट"" मा सेटिङका ​​विशेषताहरूले साइकल चालकलाई ठूलो असर पार्छ र उसलाई धेरै कठिनाइहरू पार्छ जुन उसले सम्भवतः बेवास्ता गर्न सक्छ। सहि थियो, तर कठिन थियो र उसलाई सही स्थानमा पुर्‍याउन सकेन। सेटिङका ​​विशेषताहरूलाई ""सपाट सडक छोटो घुमाउरो पहाडहरूले प्रतिस्थापन गरिएको थियो"" भनेर वर्णन गरिएको छ।"
5993,3,"In the essay Do Not Exceed Posted Speed Limit the author Joe Kurmaskie uses the features of the setting to affect the cyclist. The cyclist is affected by these features because of he sees the same setting (the dessert) for several miles, he has no water and, the road has a lot of hills. The cyclist could been affected by seeing the dessert and no scenary changes for a wahile. When you look at one same scene for hours you could start to get tired and bored with everything. So this cause him to be very drossy and bored. Also the cyclist had no water as none of the fountains were cold water. Having no water out in the dessert could make you dehydrate and faint.",2,"निबन्धमा पोस्ट गरिएको गति सीमा नाघ्नुहोस् लेखक जो कुर्मास्कीले साइकल चालकलाई प्रभाव पार्न सेटिङका ​​सुविधाहरू प्रयोग गर्छन्। धेरै माइलसम्म एउटै परिवेश (मिठाई) देख्ने, पानी नभएको र सडकमा धेरै पहाड भएकाले साइकल यात्रीलाई यी विशेषताहरूले असर गर्छ। साइकल चालक मिठाई देखेर प्रभावित हुन सक्छ र वाहिलको लागि कुनै दृश्य परिवर्तन हुँदैन। जब तपाइँ घण्टाको लागि एउटै दृश्य हेर्नुहुन्छ, तपाइँ थकित र सबै कुरा संग बोर हुन सुरु गर्न सक्नुहुन्छ। यसैले उसलाई धेरै चिसो र बोर भएको कारणले। कुनै पनि फोहरा चिसो पानी नभएकाले साइकल चालकसँग पानी थिएन। मिठाईमा पानी नछोड्दा तपाईंलाई निर्जलीकरण र बेहोस बनाउन सक्छ।"
5994,3,"Many different characteristics in a setting and determine the outcome of an event there. Im the story, Rough Road Ahead Do Not Exceed Posted Speed Limit, the cyclists journey was affected my a few weather relouded things. The heat was an extreme thing that showed him down and in most cases detened him from reading his maximum level of ability. Also the time of your in which this labes place, greatly affects the cyclist. Lastly, the type of road and amount of ground that he has to cover after affects his performance. Overall, setting can be a determining factor in a journey as they life",2,"सेटिङमा धेरै फरक विशेषताहरू र त्यहाँ घटनाको नतिजा निर्धारण। म कथा, कच्चा बाटो अगाडि पोस्ट गरिएको गति सीमा नाघ्नुहोस्, साइकल यात्रीको यात्रा प्रभावित भयो मेरो केही मौसमी कुराहरू। गर्मी एक चरम चीज थियो जसले उसलाई तल देखायो र धेरै जसो केसहरूमा उसलाई उसको अधिकतम स्तरको क्षमता पढ्नबाट रोक्यो। साथै तपाईको यो प्रयोगशालाको समयले साइकल चालकलाई धेरै असर गर्छ। अन्तमा, उसले कभर गर्नु पर्ने सडकको प्रकार र जमिनको मात्राले उसको प्रदर्शनलाई असर गर्छ। समग्रमा, तिनीहरूको जीवनको रूपमा यात्रामा सेटिङ एक निर्णायक कारक हुन सक्छ"
5995,3,"The setting of the story affects the cyclist in many ways. Since he is riding in the California desert, he always feels very hot and is always in constant thirst. In addition to this the area he is riding in appears to be quite desolate. He finds nothing but old abondored buildings. He doesn't find anyone. No people or cars, or any sign of modern civilization. This causes him to feel a little unnerved as if something happened to him nobody would know about it. This is especially prevelent when he become dehydrated. In those ways, the cyclist is very much affected by the setting.",2,"कथाको सेटिङले साइकल चालकलाई धेरै तरिकामा असर गर्छ। उसले क्यालिफोर्नियाको मरुभूमिमा सवारी गरेको हुनाले, उसलाई सधैं धेरै तातो लाग्छ र सधैं तिर्खा लाग्छ। यसबाहेक उनी चढेको क्षेत्र निकै सुनसान देखिन्छ । उसले पुराना भत्किएका भवनहरूबाहेक अरू केही फेला पारेन। उसले कसैलाई भेट्दैन। कुनै मानिस वा कार, वा आधुनिक सभ्यताको कुनै चिन्ह। यसले गर्दा उसलाई अलिकति असहज महसुस हुन्छ कि उसलाई केहि भयो कि कसैलाई थाहा हुँदैन। यो विशेष गरी प्रबल हुन्छ जब उनी निर्जलित हुन्छन्। ती तरिकाहरूमा, साइकल चालक सेटिङबाट धेरै प्रभावित हुन्छन्।"
5996,3,"In the story “Rough Road Ahead” by @PERSON1, the features of the setting affect the cyclist in many ways. One way the setting affects the cyclist is, in the desert, the cyclist drank more water than before. For example, the text states “I had been hitting my water bottles pretty regularly, and I was traveling through the high deserts of California in June. You will drink more water in a desert than in a forest. If you go cycling, be aware of the settings around you because they will affect you.",1,"@PERSON1 द्वारा ""रफ रोड अहेड"" कथामा, सेटिङका ​​विशेषताहरूले साइकल चालकलाई धेरै तरिकामा असर गर्छ। सेटिङले साइकल चालकलाई असर गर्ने एउटा तरिका हो, मरुभूमिमा, साइकल चालकले पहिले भन्दा धेरै पानी पिए। उदाहरणका लागि, पाठले भन्छ ""मैले नियमित रूपमा मेरो पानीको बोतलहरू हिर्काएको थिएँ, र म जुनमा क्यालिफोर्नियाको उच्च मरुभूमिहरूमा यात्रा गरिरहेको थिएँ। तिमीले जंगलमा भन्दा मरुभूमिमा धेरै पानी पिउनेछौ। यदि तपाइँ साइकल चलाउन जानुहुन्छ भने, तपाइँको वरपर सेटिङहरू बारे सचेत रहनुहोस् किनभने तिनीहरूले तपाइँलाई असर गर्नेछ।"
5997,3,"Some features of the setting affect the cyclist. First the cyclist followed the old codgers advice of how to get to Yosemite National Park. Their advice was no use and didnt help her in the end. Next, “a tarlike substance oozed out” of what she thoot was going to be water. Then the terrain changed to “short, rolling hills”, which wasnt helping, her bike better. Lastly, ""tumble weeds crossed my path and a ridiculously large snake”, slowed her down. All of these road blocks in the setting affected the cyclist.",2,"सेटिङका ​​केही विशेषताहरूले साइकल चालकलाई असर गर्छ। पहिले साइकल चालकले योसेमाइट राष्ट्रिय निकुञ्जमा कसरी पुग्ने भन्ने पुरानो कोडरहरूको सल्लाह पालन गरे। तिनीहरूको सल्लाह कुनै काम थिएन र अन्तमा उनलाई मद्दत गरेन। त्यसपछि, उसको थुटबाट ""टार्क जस्तो पदार्थ निस्कियो"" त्यो पानी हुन गइरहेको थियो। त्यसपछि भूभाग ""छोटो, घुमाउरो पहाड"" मा परिवर्तन भयो, जसले मद्दत गर्दैन, उनको बाइक राम्रो थियो। अन्तमा, ""टम्बल झारले मेरो बाटो पार गर्यो र एक हास्यास्पद ठूलो सर्प"", उसलाई सुस्त बनायो। सेटिङमा यी सबै सडक ब्लकहरूले साइकल चालकलाई असर गर्यो।"
5998,3,"The features of the setting that affect the cyclist are the lack of water, out of date information, and rolling hills. If he had up to date information then he would probably have got water from a town that’s not empty or almost empty like a “ghost town” as the cyclist said.",2,"साइकल चालकलाई असर गर्ने सेटिङका ​​विशेषताहरू पानीको अभाव, पुरानो जानकारी, र घुमाउरो पहाडहरू हुन्। यदि उनीसँग अद्यावधिक जानकारी भएको भए उसले साइकल चालकले भने जस्तै ""भूत शहर"" जस्तै खाली वा लगभग खाली नभएको शहरबाट पानी लिने थियो।"
5999,3,The cyclist has a couple things if he racing and the wind is blowing then theres a problem and he has to follow traffic law and ride on the right side or the road.,1,साइकल यात्रीसँग केही कुरा छन् यदि उसले दौडिरहेको छ र हावा चलिरहेको छ भने समस्या छ र उसले ट्राफिक नियम पालना गरेर दाहिने तर्फ वा सडकमा सवारी गर्नुपर्छ।
6000,3,"“Do Not Exceed Posted Speed Limit” had a  rough setting between harzardous things and the death defying heat. The cyclist had to endure the pain of dehydration and determination. He had been given bad directions that almost caused him his life. He was travelling through a desert and claimed the temperature was @NUM1.Also, the cyclist had to ration his water because it was ghost towns in which our character passed through. He used nature skills he’d once learned and began to suck on pebbles which take the mind off thirst and uses saliva to help refresh your throat. Throughout his adventure everything kept this young man from getting water and to whenever there was water any faster. He had survived and wouldn’t ever take shortcuts again",2,"""पोस्ट गरिएको गति सीमा नाघ्नुहोस्"" खतरनाक चीजहरू र मृत्युलाई प्रतिरोध गर्ने गर्मीको बीचमा कुनै नराम्रो सेटिङ थियो। साइकल चालकले निर्जलीकरण र दृढ संकल्पको पीडा सहनुपरेको थियो। उसलाई नराम्रो निर्देशन दिइएको थियो जसले लगभग उनको जीवनको कारण बनायो। उसले मरुभूमिबाट यात्रा गरिरहेको थियो र तापमान @NUM1 भएको दाबी गर्यो। साथै, साइकल चालकले आफ्नो पानी राशन गर्नु पर्यो किनभने यो भूत शहरहरू थिए जसमा हाम्रो चरित्र गएको थियो। उसले एक पटक सिकेको प्रकृति सीपहरू प्रयोग गर्यो र ढुङ्गाहरू चुस्न थाल्यो जसले दिमागलाई तिर्खाबाट निकाल्छ र तपाईंको घाँटीलाई ताजा गर्न मद्दत गर्न लार प्रयोग गर्दछ। आफ्नो साहसिक कार्यको दौडान सबै कुराले यस जवानलाई पानी पाउनबाट र जहिले पनि पानी छिटो हुन्छ। ऊ बाँचेको थियो र फेरि कहिल्यै सर्टकट लिने छैन"
6001,3,An example of the setting affecting the cyclist is when he has the lock of water in a ghost town in just eliterat. He frind the water but e tar like substance come out and it tasted like battery. When he left he had to go through rough road which he couldn’t travel that fast leanes of the condition of the road.,1,साइकल यात्रीलाई प्रभाव पार्ने सेटिङको एक उदाहरण हो जब उनीसँग केवल एलिटरेटको भूत शहरमा पानीको ताला छ। उसले पानीलाई फ्याँक्यो तर टार जस्तो पदार्थ निस्कन्छ र यसको स्वाद ब्याट्रीजस्तै हुन्छ। जाँदा उसले कच्चा बाटो भएर हिँड्नुपर्‍यो जुन सडकको अवस्थाले गर्दा तिब्र गतिमा हिड्न सकेनन् ।
