essay_id,essay_set,essay,score,p5_google_trans
11955,5,I will always be gratefal to my parents for their love and sacrifice. Ive often told them that what They did wa sa much more conrageous thing than I could have ever don,1,मेरो आमाबुवाको माया र त्यागको लागि म सधैं कृतज्ञ रहनेछु। मैले प्रायः उनीहरूलाई भनेको थिएँ कि उनीहरूले जे गरे त्यो मैले कहिल्यै गर्न नसक्ने भन्दा धेरै साहसी कुरा थियो
11956,5,"This memoir had one theme that meant many different things. One theme was helpful. The family moved to the @LOCATION1 from Cuba in 1956 and had many hard ships and struggles. Because they know what it feels like they decisded to help the other struggling people, and let them stay with them; that's exactly what they did. Another theme that I thought fit was inspiration. I think this family not only inspiried their children but other neighbors and other reletives. Last, I think another theme of this excerpt was heart – felt. The @CAPS1 – @CAPS2 family risked everything to help other families. That's was a very nice action they took on them. One person can slowly make a difference, person by person; that is exactly what this family did.",2,"यो संस्मरणमा एउटै विषयवस्तु थियो जसको अर्थ धेरै फरक कुराहरू थिए। एउटा विषय उपयोगी थियो। परिवार 1956 मा क्युबाबाट @LOCATION1 मा सारियो र धेरै कठिन जहाज र संघर्षहरू थिए। किनभने उनीहरूलाई थाहा छ कि उनीहरूले अन्य संघर्षरत व्यक्तिहरूलाई मद्दत गर्ने निर्णय गरे जस्तो लाग्छ, र उनीहरूलाई उनीहरूसँगै रहन दिनुहोस्; वास्तवमा तिनीहरूले के गरे। मैले उपयुक्त ठानेको अर्को विषय प्रेरणा थियो। मलाई लाग्छ कि यो परिवारले आफ्ना छोराछोरीलाई मात्र होइन अन्य छिमेकीहरू र अन्य नातेदारहरूलाई प्रेरित गरेको छ। अन्तमा, मलाई लाग्छ यो अंशको अर्को विषय हृदय - अनुभूति थियो। @CAPS1 - @CAPS2 परिवारले अन्य परिवारहरूलाई मद्दत गर्न सबै कुरा जोखिममा पार्यो। यो धेरै राम्रो काम थियो उनीहरु माथि। एक व्यक्तिले बिस्तारै फरक पार्न सक्छ, व्यक्तिद्वारा व्यक्ति; वास्तवमा यो परिवारले गरेको हो।"
11957,5,"The mood created by the author, Narciso Rodriguez, is clear in the memoir. You can sense throughout the whole story that he is completely grateful to his parents for the love they gave him, and their home life.                 In paragraph @NUM1, it says ""Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen"". Rodriguez is ""eternally grateful"" for his parents who ""unwittingly passed on to meet their rich culinary skills and a love of cooking that is still with me today"". They always had Passionate Cuban music that filled the air ""Mixing with kitchen aromas."" At the end of paragraph @NUM1, he says ""Here, the innocence of childhood, congregation of family + friends, and endless celebrations form the backdrop to life in our warm home. I will never forget how my parents turned this house into a home.""",4,"लेखक, नार्सिसो रोड्रिगेज द्वारा सिर्जना गरिएको मूड, संस्मरणमा स्पष्ट छ। तपाईंले सम्पूर्ण कथामा महसुस गर्न सक्नुहुन्छ कि उहाँ आफ्ना आमाबाबुले उहाँलाई दिनुभएको माया र उनीहरूको गृह जीवनको लागि पूर्ण रूपमा कृतज्ञ हुनुहुन्छ। अनुच्छेद @NUM1 मा, यसले भन्छ ""यसको पर्खाल भित्र, मेरा जवान आमाबाबुले हाम्रो परम्परागत क्युबाली घर बनाउनुभयो, जसको मुटु भान्साकोठा थियो""। रोड्रिग्वेज आफ्ना आमाबाबुका लागि ""अनन्त कृतज्ञ"" हुनुहुन्छ जसले ""अनजानमा आफ्नो समृद्ध पाक कला र खाना पकाउने प्रेमलाई पूरा गर्न पास गरे जुन आज पनि मसँग छ""। तिनीहरूसँग सधैं भावुक क्युबाली सङ्गीत थियो जसले हावा भर्थ्यो ""भान्साको सुगन्धसँग मिश्रण।"" अनुच्छेद @NUM1 को अन्त्यमा, उनी भन्छन् ""यहाँ, बाल्यकालको निर्दोषता, परिवार + साथीहरूको मण्डली, र अनन्त उत्सवहरूले हाम्रो न्यानो घरमा जीवनको पृष्ठभूमि बनाउँदछ। मेरा आमाबाबुले कसरी यस घरलाई घरमा परिणत गर्नुभयो म कहिल्यै बिर्सने छैन। ।"""
11958,5,The author was speaking very proudly and happy about her parents. The author explained how her parents were very courageous and brave for leaving their home land. That's because neither of them spoke english. Also because they had to leave their lives back at home and start all over again.,2,लेखकले आफ्नो आमाबाबुको बारेमा धेरै गर्व र खुशी बोल्दै थिए। आफ्नो मातृभूमि छाड्नका लागि उनका आमाबाबु कसरी धेरै साहसी र बहादुर थिए भनेर लेखकले वर्णन गरे। किनभने उनीहरु दुवैलाई अंग्रेजी बोल्दैनथे । साथै किनभने तिनीहरूले आफ्नो जीवन घरमै छोडेर फेरि सुरु गर्नुपर्‍यो।
11959,5,"The mood in the memoir is happy. It is happy because it is a talking about Narciso's memories. For example, in paragraph @NUM1, it says ""I will always be grateful to my parents for their love and sacrifice."" The mood is also appreciative. For example, in paragraph @NUM1, it says ""I've often told them that what they did was a much more courageous thing than I could have ever done. I've often told them of my admiration for their strength and perseverance, and I've thanked them repeatedly."" The mood is also sad. For example, in paragraph @NUM1, it says ""But, in reality, there is no way to express my gratitude for the spirit of generosity impressed upon me at such an early age and the demonstration of how important family and friends are. So there was several moods in this memoir.",2,"संस्मरणमा मूड खुसी छ। यो खुसी छ किनभने यो नार्सिसो को सम्झनाहरु को बारे मा कुरा हो। उदाहरण को लागी, अनुच्छेद @NUM1 मा, यो भन्छ ""म सधैं मेरो आमाबाबुको माया र बलिदान को लागी आभारी हुनेछु।"" मूड पनि प्रशंसायोग्य छ। उदाहरणका लागि, अनुच्छेद @NUM1 मा, यसले भन्छ ""मैले उनीहरूलाई प्रायः भनेको छु कि उनीहरूले के गरे त्यो मैले गर्न सक्ने भन्दा धेरै साहसी कुरा थियो। मैले उनीहरूलाई उनीहरूको शक्ति र लगनशीलताको लागि मेरो प्रशंसाको बारेमा बारम्बार बताएको छु, र मैले उहाँहरुलाई बारम्बार धन्यवाद दिएको छु ।” मन पनि उदास छ। उदाहरणका लागि, अनुच्छेद @NUM1 मा, यसले भन्छ ""तर, वास्तवमा, यति सानै उमेरमा मलाई प्रभावित भएको उदारताको भावना र परिवार र साथीहरू कत्तिको महत्त्वपूर्ण छन् भन्ने प्रदर्शनको लागि मेरो कृतज्ञता व्यक्त गर्ने कुनै तरिका छैन। यस संस्मरणमा धेरै मूडहरू थिए।"
11960,5,"In this excerpt, Narciso Rodriguez describes his childhood home and extended ""family."" The mood of this duration is very warm and happy. Narciso speaks of his childhood home with only love and affection. @CAPS1's eternally grateful to his parents for turning ""... this simple house into a home."" @CAPS1 speakes admirably of his parents and the sacrifices and hard work they went through to even get to @LOCATION1, and @CAPS1 is so thankful they did. @CAPS1 also speakes lovingly of his ""extended family"" and describes his neighborhood. ""In our neighborhood..., all these cultures came together in great solidarity and friendship."" This loving, supporting ""family"" made Narciso who is is today and made him appreciate the fact that ""' family' had nothing to do with being a blood relative."" But instead is composed of those whom you love and who love you.",3,"यस अंशमा, नार्सिसो रोड्रिगेजले आफ्नो बाल्यकालको घर र विस्तारित ""परिवार"" को वर्णन गर्दछ। यस अवधिको मूड धेरै न्यानो र खुशी छ। नार्सिसोले आफ्नो बाल्यकालको घरलाई माया र स्नेहले मात्र बोल्छ। @CAPS1 ""... यो साधारण घरलाई घरमा परिणत गरेकोमा आफ्ना आमाबाबुप्रति अनन्त कृतज्ञ छ।"" @CAPS1 ले आफ्ना आमाबाबु र @LOCATION1 मा पुग्नको लागि उनीहरूले गरेको त्याग र कडा परिश्रमको प्रशंसनीय रूपमा बोल्छन्, र @CAPS1 उनीहरूले गरेको धेरै आभारी छ। @CAPS1 ले आफ्नो ""विस्तारित परिवार"" को बारेमा मायालु बोल्छ र आफ्नो छिमेकको वर्णन गर्दछ। ""हाम्रो छिमेकमा..., यी सबै संस्कृतिहरू ठूलो ऐक्यबद्धता र मित्रतामा सँगै आए।"" यो मायालु, सहयोगी ""परिवार"" ले आजको नार्सिसोलाई बनायो र उसलाई ""परिवार"" को रगतको नातेदार हुनुसँग कुनै सरोकार छैन भन्ने तथ्यको कदर गरायो। तर यसको सट्टा तपाईले माया गर्ने र तपाईलाई माया गर्नेहरूबाट बनेको छ।"
11961,5,Happy. You should always be proud where you came from. Not only that back your background like your culture and your parents. Stuff like that. Never be ashamed about stuff like that even if your diffrent it shouldn't matter. The more diffrent you're the more unique you're.  Just look at it that way. Plus you should never change just because of what you're and what you look like. ,1,"खुसी। जहाँबाट आउनुभएको हो, सधैं गर्व गर्नुपर्छ। त्यति मात्र होइन, आफ्नो संस्कृति र अभिभावकजस्तो पृष्ठभूमि पनि फिर्ता लिनुहोस्। यस्तै सामान। त्यस्ता चीजहरूको बारेमा कहिल्यै लाज नमान्नुहोस् यदि तपाईंको फरक फरक पर्दैन भने पनि। तपाईं जति धेरै फरक हुनुहुन्छ, त्यति नै अद्वितीय हुनुहुन्छ। त्यसरी नै हेरौँ । साथै तपाई के हुनुहुन्छ र तपाई जस्तो देखिनुहुन्छ भनेर तपाईले कहिल्यै परिवर्तन गर्नु हुँदैन।"
11962,5,"In the memoir, ""Narciso Rodriguez"" by Narciso Rodriguez, Rodriguez created a mood of gratefullness toward his mother and father. Numerous times, he wanted to thank his mother and father. For example, ""I've often told them of my admiration for their strength and perseverance."" @PERSON1 is so grateful for his parents because they left Cuba to start a new life in @LOCATION1. They sacrificed leaving their friends and family behind. In the text, it says, ""They came selflessly, as many immigrants do, to give their children a better life..."" His parents sacrificed so much just to give rodriguez a better life and thats why he creates the mood of gratefullness in his memoir.",3,"नार्सिसो रोड्रिग्वेज द्वारा ""नार्सिसो रोड्रिग्ज"" को संस्मरणमा, रोड्रिगेजले आफ्नो आमा र बुबाप्रति कृतज्ञताको मूड सिर्जना गरे। धेरै पटक, उहाँ आफ्नो आमा र बुबालाई धन्यवाद दिन चाहन्थे। उदाहरणका लागि, ""मैले अक्सर उनीहरूलाई उनीहरूको बल र लगनशीलताको लागि मेरो प्रशंसाको बारेमा बताएको छु।"" @PERSON1 आफ्ना आमाबाबुको लागि धेरै कृतज्ञ छन् किनभने उनीहरूले @LOCATION1 मा नयाँ जीवन सुरु गर्न क्युबा छोडे। तिनीहरूले आफ्ना साथीहरू र परिवारलाई छोडेर बलिदान दिए। पाठमा भनिएको छ, ""तिनीहरू निःस्वार्थ रूपमा आएका थिए, धेरै आप्रवासीहरूले जस्तै, आफ्ना छोराछोरीलाई राम्रो जीवन दिन ..."" उनका आमाबाबुले रोड्रिगेजलाई राम्रो जीवन दिनको लागि यति धेरै त्याग गरे र यसैले उहाँले कृतज्ञताको मूड सिर्जना गर्नुभयो। उनको संस्मरण।"
11963,5,"The mood the author created in the memoir is united, caring, loving and more. The authour is combining all of those moods together and memories to write this memoir, which is what a memoir is about; yourself, memories, family and etc. A reason why the author created does moods because a home is were a family live's together and were they hold memories together which shows loving. For example in the memoir, ""Here the innocence of childhood, the congregation of a family and friends, and endless celebrations that encompassed both, formed the backdrop to life in our warm home."" Which is obviously the mood of loving, because there all a loving family together. A second reason why the author created does mood because in the place were the author lived there were many different people from different places. Even though they all werent the same the acted as a family and were united. For example, ""in our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship."" which means that even though there different there going to be there for one another which is united. A third reason why the author created does moods because the author's parent's werent just caring for themselves but for others also just like their children. For example, ""They come selflessly, as many immagrants do, to give their children a better life."" Which means her parent werent just caring abalt them but the future for there son. The whole story is based on home and family but the thing is that a home and family will always share the love, caring and unity of one another.",4,"संस्मरणमा लेखकले सिर्जना गरेको मूड एकजुट, हेरचाह गर्ने, माया गर्ने र अधिक छ। यो संस्मरण लेख्नको लागि लेखकले ती सबै मूडहरू र सम्झनाहरू संयोजन गर्दै हुनुहुन्छ, जुन संस्मरणको बारेमा हो; आफैं, सम्झनाहरू, परिवार र आदि। लेखकले सिर्जना गर्नुको कारणले मूड बनाउँछ किनभने घर परिवार सँगै बसेको थियो र उनीहरूले सम्झनाहरू सँगै राखेका थिए जसले मायालु देखाउँछ। उदाहरणका लागि, संस्मरणमा, ""यहाँ बाल्यकालको निर्दोषता, परिवार र साथीहरूको मण्डली, र दुवैलाई समेट्ने अनन्त उत्सवहरूले हाम्रो न्यानो घरमा जीवनको पृष्ठभूमि बनाए।"" जुन स्पष्ट रूपमा माया गर्ने मूड हो, किनकि त्यहाँ सबै मायालु परिवार सँगै छन्। लेखकले सिर्जना गर्नुको दोस्रो कारणले मूड बनाउँछ किनभने लेखक बस्ने ठाउँमा विभिन्न ठाउँका धेरै व्यक्तिहरू थिए। यद्यपि तिनीहरू सबै एक परिवारको रूपमा काम गरे र एकताबद्ध थिए। उदाहरणका लागि, ""हाम्रो छिमेकमा, अन्यत्र चलनहरू भए पनि, यी सबै संस्कृतिहरू ठूलो सोलीमा सँगै आएदया र मित्रता।"" जसको अर्थ हो कि त्यहाँ भिन्नता भए पनि त्यहाँ एकअर्काको लागि त्यहाँ एकजुट छ। लेखकले सिर्जना गर्नुको तेस्रो कारणले मूड बनाउँछ किनभने लेखकका आमाबाबुले आफ्नो लागि मात्र हेरचाह गर्दैनन् तर अरूको लागि पनि आफ्ना बच्चाहरू जस्तै। उदाहरणका लागि, ""तिनीहरू निःस्वार्थ रूपमा आउँछन्, धेरै आप्रवासीहरूले, आफ्ना छोराछोरीहरूलाई राम्रो जीवन दिनको लागि।"" जसको अर्थ उनको आमाबाबुले उनीहरूको हेरचाह मात्र गर्दैनन् तर त्यहाँ छोराको भविष्यको लागि। सम्पूर्ण कथा घर र परिवारमा आधारित छ तर कुरा यो हो कि घर र परिवारले सधैं एकअर्काको माया, हेरचाह र एकता साझा गर्नेछ।"
11964,5,"The mood of ""Narciso Rodriguez"" is @CAPS1 much the same throughout the whole excerpt.   In the story, the mood the whole time is calm and relaxed. Narciso talks about his family and how much he loves them and what they have done for him. It says in the story ""Growing up in this enviroment instilled in me a great sense that ""family"" had nothing to do with being a blood relative."" @CAPS1 much throughout the story, this is the mood.       Another mood created by the author is gratefulness and thankfulness. Narciso is thankful to his parents selflessness. In the story, Narciso says ""I will always be grateful to my parents for their love and sacrifice."" The way he talks about his parents ends up making the reader thankful too.     Narciso Rodriguez creates happy moods for us by the way he writes with love about his family and how he cares so much about what they did for him.",3,"""Narciso Rodriguez"" को मुड @CAPS1 पूरै अंशमा उस्तै छ। कथामा, मूड पूरै समय शान्त र आराम छ। नार्सिसोले आफ्नो परिवारको बारेमा कुरा गर्छ र उसले उनीहरूलाई कति माया गर्छ र उनीहरूले उसको लागि के गरेका छन्। यो कथामा भनिएको छ ""यस परिवेशमा हुर्किँदा ममा ""परिवार"" को रगतको नातेदार हुनुसँग कुनै सरोकार छैन भन्ने ठूलो भावना जागृत भयो। @CAPS1 धेरै कथा भर, यो मूड छ। लेखकले सिर्जना गरेको अर्को मूड कृतज्ञता र कृतज्ञता हो। नार्सिसो आफ्ना आमाबाबुको निस्वार्थताप्रति आभारी छिन्। कथामा, नार्सिसो भन्छिन्, ""म मेरो आमाबाबुको माया र त्यागको लागि सधैं कृतज्ञ रहनेछु।"" उसले आफ्नो आमाबाबुको बारेमा कुरा गर्ने तरिकाले पाठकलाई पनि धन्यवाद दिन्छ। नार्सिसो रोड्रिगेजले आफ्नो परिवारको बारेमा प्रेमका साथ लेख्ने तरिका र उनीहरूले उसको लागि के गरे भन्ने बारे उहाँ कसरी धेरै ख्याल राख्नुहुन्छ भनेर हाम्रो लागि खुसीको मुड सिर्जना गर्नुहुन्छ।"
11965,5,"The mood created by the memoir is thankful and proud. In paragraph @NUM1 it shows that he is thankful. ""... still with me today (and for which I am eternally grateful.) It also shows that Narciso Rodriguez is proud to be Cuban.In paragraph @NUM2, it says ""I will always be grateful to my parents for their love and sacrifice."" This also shows that Narciso is thankful for everything his parents did for him. Narciso also said that he often told them of his admiration for their strength and perseverance,In the last paragraph, it says that he will never forget how his parents turned this simple house into a home. This shows that he is thankful for his parents.",3,"संस्मरणले सिर्जना गरेको मूड आभारी र गर्व छ। अनुच्छेद @NUM1 मा यसले देखाउँछ कि उहाँ आभारी हुनुहुन्छ। ""... आज पनि मसँग (र जसको लागि म अनन्त कृतज्ञ छु।) यसले यो पनि देखाउँछ कि नार्सिसो रोड्रिग्वेज क्युबाली हुनुमा गर्व छ। अनुच्छेद @NUM2 मा, यसले भन्छ ""म सधैं मेरो आमाबाबुको माया र मायाको लागि कृतज्ञ रहनेछु। बलिदान।"" यसले यो पनि देखाउँछ कि नार्सिसो आफ्ना आमाबाबुले उहाँका लागि गरेका सबै कुराका लागि आभारी छन्। नार्सिसोले यो पनि भने कि उनले उनीहरूलाई उनीहरूको बल र लगनशीलताको लागि आफ्नो प्रशंसाको बारेमा बताउनुभयो, अन्तिम अनुच्छेदमा, यसले आफ्ना आमाबाबुलाई कसरी बिर्सने छैन भनेर भन्छ। यो साधारण घरलाई घरमा परिणत गर्नुभयो।यसले देखाउँछ कि उहाँ आफ्ना आमाबाबुप्रति आभारी हुनुहुन्छ।"
11966,5,"The mood created by the author in the memoir is in the following. In the first paragraph, it descripes a couple coming to @LOCATION2 from Cuba who settles down and has a baby. Within the story, it describes their life here in @LOCATION2, what their house is like and the importance of cooking and music from Cuba. In Newark, New Jersey this family invites friends and family for dinner and such; the author describes how it brought everyone together and the mood of unity and happiness. The mood of this memoir is happiness and unity which was created by the author.",1,"संस्मरणमा लेखकले सिर्जना गरेको मूड निम्नमा छ। पहिलो अनुच्छेदमा, यसले क्युबाबाट @LOCATION2 आउँदै गरेको एक जोडीको वर्णन गर्दछ जो बसोबास गर्छन् र बच्चा जन्माउँछन्। कथा भित्र, यसले यहाँ @LOCATION2 मा उनीहरूको जीवन वर्णन गर्दछ, उनीहरूको घर कस्तो छ र क्युबाबाट खाना पकाउने र संगीतको महत्त्व। नेवार्क, न्यु जर्सीमा यो परिवारले साथी र परिवारलाई रात्रिभोजको लागि निम्तो दिन्छ; लेखकले वर्णन गर्दछ कि यसले कसरी सबैलाई एकसाथ ल्यायो र एकता र खुशीको मूड। यस संस्मरणको मूड खुशी र एकता हो जुन लेखक द्वारा सिर्जना गरिएको हो।"
11967,5,The mood of this exerpt is happy. it's @CAPS1 many things he could be happy for. the fact that his parents as childrens didnt live to great and allowing their children to is great. and also the home bringing the family closer together.,2,यस विज्ञको मूड खुसी छ। यो @CAPS1 धेरै चीजहरूको लागि उहाँ खुसी हुन सक्नुहुन्छ। तथ्य यो हो कि उनका आमाबाबु बालबालिकाको रूपमा महान जीवन बाँच्न सकेनन् र आफ्ना छोराछोरीहरूलाई अनुमति दिनु ठूलो छ। र घरले परिवारलाई नजिक ल्याउँछ।
11968,5,The mood created by the author in this memoir is careing and happiness. There is a lot of careing and happiness in this story. There is a lot of careing because he cares about his family and all that thay do for him. He also cares that his parent made the house traditional Just like back in Cuba. He also cares that his parents do so much for other people. There is a lot of happieness because he is happy to live in @LOCATION1 and to have such wonderful parents. He is happy that his parents teach him all the traditional thing that they used to do in Cuba. Last but not least he is happy because he lives with everyone he loves. ,2,यस संस्मरणमा लेखकले सिर्जना गरेको मूड हेरचाह र खुशी हो। यस कथामा धेरै हेरचाह र खुशी छ। त्यहाँ धेरै हेरचाह छ किनकि उसले आफ्नो परिवार र उसको लागि गर्ने सबै कुराको ख्याल राख्छ। क्युबामा जस्तै आफ्नो आमाबाबुले घरलाई परम्परागत बनाएको उनको पनि ख्याल छ। आफ्ना आमाबाबुले अरू मानिसहरूको लागि धेरै गर्छन् भन्ने कुरामा पनि उहाँलाई ख्याल छ। त्यहाँ धेरै खुसी छ किनभने उहाँ @LOCATION1 मा बस्न पाउँदा र त्यस्ता अद्भुत अभिभावकहरू पाउँदा खुसी हुनुहुन्छ। उहाँ खुसी हुनुहुन्छ कि उहाँका आमाबाबुले उहाँलाई क्युबामा गर्ने सबै परम्परागत कुराहरू सिकाउनुभयो। अन्तिम तर कम्तिमा पनि उनी खुसी छन् किनभने उनी आफूले माया गर्ने सबैसँग बस्छन्।
11969,5,"The autor created a good mood in the memoir because, when you think about how sticked those people were, you have a warm feeling inside.The parents left their country and came in another without any knowledge of her language and her culture, they had to start over their lives with the job they could find because they wanted a good life for their child. They handed a hand to people who were in need, considered all their neighbors as family and they taught their children the real definition of ""family""",2,"लेखकले संस्मरणमा राम्रो मूड सिर्जना गरे किनभने, ती व्यक्तिहरू कत्तिको अडिग थिए भनेर सोच्दा तपाई भित्र न्यानो अनुभूति हुन्छ। आमाबाबुले आफ्नो देश छोडेर अर्कोमा आएर उनको भाषा र संस्कृतिको कुनै ज्ञान नदिई अर्कोमा आएका थिए। आफ्नो बच्चाको लागि राम्रो जीवन चाहने भएकाले उनीहरूले पाउन सक्ने कामबाट आफ्नो जीवनको सुरुवात गर्नुहोस्। उनीहरूले खाँचोमा परेका मानिसहरूलाई हात दिए, आफ्ना सबै छिमेकीहरूलाई परिवारको रूपमा माने र उनीहरूले आफ्ना छोराछोरीहरूलाई ""परिवार"" को वास्तविक परिभाषा सिकाए।"
11970,5,"The mood created in ""Narciso Rodriguez"" is grateful and happy. First, @CAPS1 is very grateful because @CAPS1 says ""...To give their children a better life"" His parents gave up what they were doing in their homeland Cuba to come live in @LOCATION1 to make a better life for their child to start off and live in. @CAPS1 recognizes this but, @CAPS1 also knows @CAPS1 can never do enough to thank them. Next, it says ""family has nothing to do with love relatives."" @CAPS1 is very grateful and thankful that @CAPS1 grew up in the neighborhood @CAPS1 did where everyone was treated like brothers and sisters and they all felt saf in their community that they created. Also the story says ""I've often told them that what they did was a much more courageous thing that I could have ever done."" @CAPS1 knows that it took a lot of heart to do that much for someone else when all it did for his parents was make their lif tougher. They had to start over and that is what made him most grateful for his parents. That is what I truly think the mood of the story is.",4,"""Narciso Rodriguez"" मा सिर्जना गरिएको मूड कृतज्ञ र खुसी छ। पहिले, @CAPS1 धेरै कृतज्ञ छ किनभने @CAPS1 भन्छन् ""...आफ्ना छोराछोरीलाई राम्रो जीवन दिनको लागि"" उनका आमाबाबुले आफ्नो मातृभूमि क्युबामा आफ्नो बच्चाको लागि राम्रो जीवन बनाउन @LOCATION1 मा बस्नको लागि आफूले गरिरहेको काम त्यागे। स्टार्ट अफ र लाइभ इन। @CAPS1 ले यो कुरालाई चिन्नुहुन्छ तर, @CAPS1 लाई पनि थाहा छ @CAPS1 ले उहाँहरूलाई धन्यवाद दिन पर्याप्त गर्न सक्दैन। अर्को, यसले भन्छ ""परिवारको प्रेम आफन्तहरूसँग कुनै सरोकार छैन।"" @CAPS1 धेरै कृतज्ञ र कृतज्ञ छ कि @CAPS1 छिमेकी @CAPS1 मा हुर्कियो जहाँ सबैलाई दाजुभाइ र दिदीबहिनीहरू जस्तै व्यवहार गरियो र तिनीहरू सबैले आफूले बनाएको समुदायमा सुरक्षित महसुस गरे। साथै कथाले भन्छ ""मैले उनीहरूलाई प्रायः भनेको छु कि उनीहरूले के गरे त्यो धेरै साहसी कुरा थियो जुन मैले कहिल्यै गर्न सक्थें।"" @CAPS1 लाई थाहा छ कि अरू कसैको लागि यति धेरै गर्न धेरै हृदय लाग्यो जब उसको आमाबाबुको लागि गरेको सबैले उनीहरूको जीवनलाई कठिन बनायो। तिनीहरूले फेरि सुरु गर्नुपर्‍यो र यही कुराले उहाँलाई आफ्ना आमाबाबुप्रति सबैभन्दा कृतज्ञ बनायो।मलाई साँच्चै कथाको मूड यही हो जस्तो लाग्छ।"
11971,5,The mood in this story by Narciso Rodriguez was that in his house he shared many memories in his house. He also shared his feelings. His family would let People in their house that were friends or family.,1,नार्सिसो रोड्रिग्वेजको यो कथाको मूड यो थियो कि उनको घरमा उनले आफ्नो घरका धेरै सम्झनाहरू साझा गरे। उनले आफ्नो भावना पनि सेयर गरे । उसको परिवारले आफ्नो घरमा साथी वा परिवार भएका मानिसहरूलाई अनुमति दिने थियो।
11972,5,"The mood created in this memoir ""Narciso Rodriguez"" from Home: The Blueprints of our lives is a magnificent mood. A family move to the United States from Cuba so there @CAPS1 could have a better education. They have a nice home nice friends and a good and caring family. The neighbor, landlord, or friend Alegria makes them dinner some times. Also, they have friends that go over for dinner and often bring some food over with them. They have a family/friends that were Spanish, Cuban, and Italian people. They always had there door open for friend and family and most of there friend would go over every night. They would let people stay at there house if they needed help or if they had to rest. The mood was magnificent in this story.",3,"घरबाट यस संस्मरण ""नार्सिसो रोड्रिग्ज"" मा सिर्जना गरिएको मूड: हाम्रो जीवनको खाका एक शानदार मूड हो। एक परिवार क्युबाबाट संयुक्त राज्य अमेरिकामा सरेको छ त्यसैले त्यहाँ @CAPS1 ले राम्रो शिक्षा पाउन सक्छ। तिनीहरूसँग राम्रो घर राम्रा साथीहरू र राम्रो र हेरचाह गर्ने परिवार छ। छिमेकी, घरमालिक, वा मित्र एलेग्रियाले तिनीहरूलाई कहिलेकाहीँ खाना बनाउँदछ। साथै, तिनीहरूका साथीहरू छन् जो खाना खान जान्छन् र प्रायः तिनीहरूसँग केही खाना ल्याउँछन्। तिनीहरूको परिवार/साथीहरू छन् जुन स्पेनिस, क्युबाली र इटालियन मानिसहरू थिए। तिनीहरूसँग सधैं साथी र परिवारको लागि ढोका खुला थियो र त्यहाँ अधिकांश साथीहरू हरेक रात जान्थे। यदि उनीहरूलाई मद्दत चाहिन्छ वा आराम गर्नु परेमा उनीहरूले मानिसहरूलाई त्यहाँ घरमा बस्न दिनेछन्। यो कथामा मूड शानदार थियो।"
11973,5,"In the memoir, Narciso Rodriguez, the author creates a mood, that is overall cheerful, warm, and happy. He does this through his word choice. ""passed on to me their rich culinary skills, and a love of cookig that is still with me today."" (par @NUM1). He decribes his parents cooking skills as ""rich"" and he describes his feelings toward cooking as positive. Another example of the mood he creates is how he describes his relationship with other people. ""all of these culture came together in great solidarity and friendship."" (par @NUM2). From this quote, you can tell that he has a very close relationship with all the people. Another example is when he says, ""always filled the air with not just scent and music, but life and love."" (par. @NUM3). You can feel the warmth of the room with the adjectives he uses. This is how the author creates the mood in the story.",2,"संस्मरणमा, नार्सिसो रोड्रिग्वेज, लेखकले मूड सिर्जना गर्दछ, जुन समग्रमा हर्षित, न्यानो र खुसी छ। उसले आफ्नो शब्द छनोट मार्फत यो गर्छ। ""मलाई तिनीहरूको समृद्ध पाक कला हस्तान्तरण गरियो, र कुकिङको माया जुन आज पनि मसँग छ।"" (par @NUM1)। उनले आफ्ना आमाबाबुको खाना पकाउने सीपलाई ""धनी"" भनी वर्णन गर्छन् र खाना पकाउनेप्रतिको आफ्नो भावनालाई सकारात्मक रूपमा वर्णन गर्छन्। उसले सिर्जना गरेको मूडको अर्को उदाहरण उसले अन्य व्यक्तिहरूसँगको आफ्नो सम्बन्धलाई कसरी वर्णन गर्दछ। ""यी सबै संस्कृतिहरू ठूलो एकता र मित्रतामा सँगै आए।"" (par @NUM2)। यस उद्धरणबाट, तपाईं बताउन सक्नुहुन्छ कि सबै मानिसहरूसँग उनको धेरै नजिकको सम्बन्ध छ। अर्को उदाहरण हो जब उनी भन्छन्, ""सधैं गन्ध र संगीत मात्र होइन, तर जीवन र प्रेमले हावा भरियो।"" (par. @NUM3)। उसले प्रयोग गर्ने विशेषणहरूबाट तपाईं कोठाको न्यानोपन महसुस गर्न सक्नुहुन्छ। यसरी लेखकले कथामा मूड सिर्जना गर्दछ।"
