essay_id,essay_set,essay,score,p4_google_trans
8873,4,"The author concludes the story with this paragraph because the story started out by Saeng failing the test, going out and buying a plant to comfort her and confessing to her mom. The plant related to her by the memories of her homeland and when she failed that test she felt very depressed and sad. She cried to show her pain, and bought a plant to cheer her up. As she told her mom she felt the pain again but, her mother made her favorite food and helped her plant the plant. She knew that it wasn’t like the old plant but, it was the thought and memories she knew that she couldn’t just give up, so when it came the right time she was going to try the test again. It relates because it helps the readers understand the story a little better and shows that she wasn’t going to just quit. Her mother was very understanding and when she goes to retake the test she will be prepared. That is how it relates back to the story.",2.0,"लेखकले यो अनुच्छेदको साथ कथाको अन्त्य गर्छ किनभने कथा Saeng परीक्षामा असफल भएपछि, बाहिर गएर र उनको आमालाई सान्त्वना दिन बिरुवा किनेर सुरु भयो। आफ्नो मातृभूमिको सम्झनाले उनीसँग जोडिएको बिरुवा र त्यो परीक्षामा असफल भएपछि उनी निकै निराश र दुःखी भइन् । उनी आफ्नो पीडा देखाउन रोइन्, र उनलाई खुशी पार्न एउटा बिरुवा किने। उनले आमालाई भनेपछि उनले फेरि पीडा महसुस गरे तर, उनकी आमाले उनको मनपर्ने खाना बनाइन् र बिरुवा रोप्न मद्दत गरिन्। उनलाई थाहा थियो कि यो पुरानो बिरुवा जस्तो होइन तर, यो सोचाइ र सम्झना थियो कि उनले हार मान्न सक्दिनन् भन्ने थाहा थियो, त्यसैले जब यो सही समय आयो उनी फेरि परीक्षण गर्न जाँदैछिन्। यो सम्बन्धित छ किनभने यसले पाठकहरूलाई कथालाई अलि राम्रोसँग बुझ्न मद्दत गर्छ र देखाउँछ कि उनी मात्र छाड्ने थिएनन्। उनकी आमा धेरै समझदार हुनुहुन्थ्यो र जब उनी फेरि परीक्षा दिन जान्छिन् उनी तयार हुनेछिन्। यसरी कथासँग सम्बन्धित छ।"
8874,4,I think he concluded the story with paragraph cause then do thing in the story and the report it so when the geese left they will come back and leave again so that what I think I take the test again means.,0.0,मलाई लाग्छ कि उसले अनुच्छेद कारणको साथ कथा समाप्त गर्यो त्यसपछि कथामा कुरा गर्नुहोस् र यसलाई रिपोर्ट गर्नुहोस् ताकि जब गिज छोडे तिनीहरू फर्केर आउँछन् र फेरि छोड्छन् ताकि मलाई लाग्छ कि मैले फेरि परीक्षा लिन्छु।
8875,4,The author concludes the story with this paragraph because when every thing starts coming back she will take the test. That is why the author concludes the story with this parigraph,1.0,लेखकले यस अनुच्छेदको साथ कथा समाप्त गर्छिन् किनभने जब सबै चीजहरू फिर्ता आउन थाल्छ उसले परीक्षा लिन्छ। त्यसैले लेखकले यस परिच्छेदबाट कथाको अन्त्य गरेका छन्
8876,4,"The author concludes the story with this paragraph to show a sense of determination that Saeng posesses. When Saeng comes back and shows her mother the hibiscus plant, she is very upset, with tears in her eyes.Her mother at first is disappointed in her for buying the plant, but is then understanding when she realizes that Saeng was distraught. The mother offers to help Saeng plant the hibiscus, which comforts Saeng a little bit, helping her gain the determination she needs to recover. The story says “Almost reluctantly, she realized that many of the things that she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now.” This quote states that Saeng realizes that things at home can be the same as things in her new country. The author uses the term “familiar” to express that Saeng is starting to accept the fact that some things @MONTH1 be different, but she will eventually get used to it, making her view on life more positive.  ",2.0,"लेखकले यस अनुच्छेदको साथ कथाको अन्त्यमा सेङमा रहेको दृढ संकल्पको भावना देखाउनको लागि। जब साङ फर्केर आफ्नी आमालाई हिबिस्कस बिरुवा देखाउछिन्, उनी निकै रिसाएकी छिन्, उनको आँखामा आँसु छ। उनको आमा सुरुमा त्यो बिरुवा किनेकोमा उनीप्रति निराश छिन्, तर पछि बुझ्छिन् जब उनले थाहा पाउँछन् कि साएङ विचलित थिए। आमाले सेङलाई हिबिस्कस रोप्न मद्दत गर्ने प्रस्ताव राख्छिन्, जसले सेङलाई अलिकति सान्त्वना दिन्छ, उसलाई निको हुन आवश्यक दृढ संकल्प प्राप्त गर्न मद्दत गर्दछ। कथा भन्छ, ""लगभग अनिच्छुकतासाथ, उनले महसुस गरे कि उनले पहिले अनौठो सोचेका धेरै चीजहरू सिजनको शान्त पुनरावृत्ति मार्फत, अहिले उनलाई लगभग परिचित भइसकेका छन्।"" यो उद्धरणले बताउँछ कि सेङले महसुस गर्छिन् कि घरका चीजहरू उनको नयाँ देशका चीजहरू जस्तै हुन सक्छन्। लेखकले ""परिचित"" शब्द प्रयोग गरी व्यक्त गर्दछन् कि Saeng ले केहि चीजहरू @MONTH1 फरक छन् भन्ने तथ्यलाई स्वीकार गर्न थालेको छ, तर उनी अन्ततः यसमा अभ्यस्त हुनेछिन्, जीवनमा उनको दृष्टिकोणलाई अझ बढी बनाउने।सकारात्मक।"
8877,4,Why the author concludes the story with this paragraph is because in the paragraph there is a lot said that is the main part of this story. For example all the names and talks about the seasons and there comparisions and differences and it talks abouts different buddings like when you get your mids your nuggets and headies of the plant. Because hibiscus is a new form of some nice @CAPS1.,0.0,यस अनुच्छेदमा लेखकले कथालाई किन टुङ्ग्याउनु भएको छ किनभने अनुच्छेदमा धेरै कुराहरू छन् जुन यो कथाको मुख्य भाग हो। उदाहरणका लागि सबै नामहरू र मौसमहरूको बारेमा कुराकानीहरू र त्यहाँ तुलना र भिन्नताहरू छन् र यसले बिभिन्न बडिंगहरूको बारेमा कुरा गर्दछ जस्तै जब तपाइँ तपाइँको बिरुवाको नगेट्स र हेडहरू प्राप्त गर्नुहुन्छ। किनभने हिबिस्कस केही राम्रो @CAPS1 को नयाँ रूप हो।
8878,4,He states this as the conclusion because it shows the faith that she has in the flower and how it will bring her luck for her up coming test. She feels like the familiar flower is out of place as she is and they can relate to somethings.,1.0,उनले यसलाई निष्कर्षको रूपमा बताउँछन् किनभने यसले फूलमा उनको विश्वास छ र यसले उनको आगामी परीक्षामा कसरी भाग्य ल्याउनेछ भनेर देखाउँछ। उनलाई लाग्छ कि परिचित फूल आफू जस्तै ठाउँबाट बाहिर छ र तिनीहरूले कुनै चीजसँग सम्बन्धित हुन सक्छन्।
8879,4,"I believe the author concludes the story with Saeng because it shows when she is reminded of home. I believe she thought she could pass the test when the flower was blooming and reminded her of home. For example, Saeng mumbled, “Not like the kind we had before.” This suggest to me that she was probably home sick. Then when spring comes and it blooms the flower could give her the strength to pass the test. This is why I believe the author ended with this paragraph.",2.0,"मलाई विश्वास छ कि लेखकले Saeng संग कथा समाप्त गर्छ किनभने यो देखाउँछ कि जब उनको घर को सम्झना आउँछ। मलाई विश्वास छ कि उनले फूल फुलिरहेको बेला उनले परीक्षा पास गर्न सक्छिन् र उनलाई घरको याद दिलाइन्। उदाहरणका लागि, सेङले गनगन गरे, ""हामीसँग पहिलेको जस्तो छैन।"" यसले मलाई सुझाव दिन्छ कि उनी सायद घरमा बिरामी थिइन्। त्यसपछि जब वसन्त आउँछ र यो फूल फुल्छ उसलाई परीक्षा पास गर्न बल दिन सक्छ। यसैले मलाई विश्वास छ कि लेखकले यो अनुच्छेदको साथ समाप्त भयो।"
8880,4,The arthur uses it because Saeng got confidence back from planting the hibiscus and everything that happened that year. So now shes ready and that’s what the arthur wanted the reader to figure out.,1.0,आर्थरले यसलाई प्रयोग गर्दछ किनभने सेङले हिबिस्कस रोपण र त्यस वर्ष भएको सबै कुराबाट आत्मविश्वास पाएका थिए। त्यसोभए अब उनी तयार छिन् र आर्थरले पाठकलाई पत्ता लगाउन चाहन्थे।
8881,4,"the author concludes the story this way because Saeng failed the test, the hibiscus comforts her, and she feels she is similar to the geese. For example, Saeng says “I-I failed the test.” She has admitted to failing the test and is upset about it and wants to “take that test again."" @CAPS1, Saeng says,"" And that rich sweet scent- that was familiar, too, “while describing the hibiscus. The familiarity of the plant comforts her and will allow her to build up the courage to “take the test again.” Finally, at one point Saeng thinks to herself, ""the quiet repetition of season opon season, almost familiar to her now. Like the geese.” Saeng feels similar to the geese in this way and this allows her to decide to take the test “ when the snow melts and the geese return.” The author concludes the story strongly, describing how Saeng failed the test, how the hibiscus comforts her and she feels similar to the geese.",3.0,"लेखकले कथालाई यसरी टुङ्ग्याउँछिन् किनभने सेङ परीक्षणमा असफल भइन्, हिबिस्कसले उनलाई सान्त्वना दिन्छ, र उनी गिजजस्तै भएको महसुस गर्छिन्। उदाहरणका लागि, Saeng भन्छन् ""I-I परीक्षा फेल।"" उनले परीक्षण असफल भएको स्वीकार गरेकी छिन् र यसबाट चिन्तित छिन् र ""फेरि त्यो परीक्षा लिन चाहन्छिन्।"" @CAPS1, Saeng भन्छिन्, ""र त्यो धनी मीठो सुगन्ध- त्यो पनि परिचित थियो, ""हिबिस्कसको वर्णन गर्दा। बिरुवाको परिचितताले उनलाई सान्त्वना दिन्छ र उनलाई ""फेरि परीक्षा दिन"" साहस बढाउन अनुमति दिन्छ। अन्तमा, एक बिन्दुमा Saeng आफैंमा सोच्छिन्, ""सिजनको शान्त पुनरावृत्ति, उसलाई अहिले लगभग परिचित छ। गिज जस्तै।"" Saeng यस तरिकामा गिज जस्तै महसुस गर्छिन् र यसले उनलाई ""जब हिउँ पग्लन्छ र गिज फर्कन्छ"" परीक्षा लिने निर्णय गर्न अनुमति दिन्छ। सेङ कसरी परीक्षणमा असफल भइन्, हिबिस्कसले उनलाई कसरी सान्त्वना दिन्छ र उनी गिजजस्तै महसुस गर्छिन् भनेर वर्णन गर्दै लेखकले कथालाई दृढतापूर्वक समाप्त गर्छ।"
8882,4,I think the author ends the story with this paragraph because she will be reminded of her homeland and going home. The reason I say that is because the geese are returning home and she wants to. Also the hibiscus will be budding in the wild just like back home,1.0,"मलाई लाग्छ लेखकले यो अनुच्छेदको साथ कथा समाप्त गरे किनभने उनी आफ्नो मातृभूमि र घर जाँदैछन्। म भन्नुको कारण यो हो कि गिज घर फर्किँदैछ र उनी चाहन्छिन्। साथै, हिबिस्कस घर फर्के जस्तै जंगलमा उभिन्छ"
8883,4,"I think that the author concludes the story with this paragraph by teaching Saeng how to be confident and vow silently, In order to teach her more lessons because of the fact she failed the test in the middle of the passage Saeng tells her mother that when the snow is gone in the spring time she will retake the test that she failed. Her mother was very upset when she found out that Saeng failed the test the first time.",1.0,"मलाई लाग्छ कि लेखकले साएङलाई कसरी विश्वस्त र चुपचाप वाचा गर्ने भनेर सिकाएर यो अनुच्छेदको साथ कथाको अन्त्य गरेको छ, उसलाई थप पाठ सिकाउनको लागि किनभने उनी परिक्षाको बिचमा परीक्षामा असफल भएकी थिइन्। वसन्त समयमा हिउँ गएको छ उसले फेल भएको परीक्षा फेरि दिनेछ। साङ पहिलो पटक परीक्षामा फेल भएको थाहा पाएपछि उनकी आमा निकै दुःखी भइन् ।"
8884,4,They probably ended it like that to build suspense of leave the reader on a good note because someone @MONTH1 think things are going to get better for them and Saeng @MONTH1 get her license. They @MONTH1 get more money.,1.0,तिनीहरूले पाठकलाई राम्रो नोटमा छोड्ने सस्पेन्स निर्माण गर्न सम्भवतः यो समाप्त गरे किनभने कसैले @MONTH1 ले उनीहरूका लागि चीजहरू अझ राम्रो हुँदै जान्छ र Saeng @MONTH1 ले उनको इजाजतपत्र प्राप्त गर्यो। उनीहरूले @MONTH1 बढी पैसा पाउँछन्।
8885,4," In” Winter Hibiscus,” by Minfong Ho, the main character, saeng , undergos many obstacles as she tries to adapt to her new country , which is very different from her home. The author chooses to end the story, as,” When they come back, saeng vowed silently to herself, in the spring when the snow melt and the geese return and this hibiscus is budding , then I will take that test again.” @CAPS1 the author meant to end the story in this fashion to ensure the reader that saeng has found new hope , which symbolized by the hibiscus flower.Now along with  budding  new hope, the flower also carries a sentimental value ,about her home .Sometimes ,the best way to overcome your obstacles is to embrace them, as she did in the greenhouse ,then   that leaves room to start anew.",3.0,"""विन्टर हिबिस्कस"" मा, मिन्फोङ हो द्वारा मुख्य पात्र, सेङ, उनले आफ्नो नयाँ देश, जुन आफ्नो घर भन्दा धेरै फरक छ, अनुकूलन गर्ने प्रयास गर्दा धेरै अवरोधहरू पार गर्छिन्। लेखकले कथाको अन्त्य गर्न रोज्छन्, ""जब तिनीहरू फर्केर आउँछन्, सेङले चुपचाप आफैंसँग वाचा गरे, वसन्तमा जब हिउँ पग्लन्छ र गिजहरू फर्कन्छ र यो हिबिस्कस उभिन्छ, तब म फेरि त्यो परीक्षा लिनेछु।"" @CAPS1 लेखकले यस शैलीमा कथा समाप्त गर्नु भनेको पाठकलाई यो सुनिश्चित गर्नको लागि हो कि सेङले नयाँ आशा फेला पारेको छ, जुन हिबिस्कस फूलको प्रतीक हो। अब नयाँ आशाको उदयसँगै, फूलले आफ्नो घरको बारेमा भावनात्मक मूल्य पनि बोक्छ। ,तपाइँका अवरोधहरू पार गर्ने उत्तम तरिका भनेको तिनीहरूलाई अँगालो लगाउनु हो, जसरी उनले ग्रीनहाउसमा गरिन्, त्यसपछि यसले नयाँ सुरु गर्न कोठा छोड्छ।"
8886,4,The author concludes the story with this paragraph to snow that just because you fail once you  shouldn’t give up.  From  what  was  expressed  it  the  paragraph it  was  implied to me that Saeng  will become  stronger by spring and be able to pass the test .,1.0,लेखकले हिउँमा यो अनुच्छेदको साथ कथाको अन्त्य गर्दछ कि केवल किनभने तपाईं एक पटक असफल भएपछि तपाईंले हार मान्नु हुँदैन। के व्यक्त गरिएको थियो बाट यो अनुच्छेद यो मलाई निहित थियो कि Saeng वसन्त सम्म बलियो हुनेछ र परीक्षा पास गर्न सक्षम हुनेछ।
8887,4,"The author concludes this story with this paragraph because all things have routins and things they have to do to survive. The geese fly @CAPS1 for the warm months so they don’t die from the cold. The flower dies in the winter is brought back to life in the spring. This pertains to Saeng because when the geese and the flowr come back she will take the test of trying to fit in, in her new country, That is why the auther chose this to end the story.",2.0,"लेखकले यस अनुच्छेदको साथ यो कथा समाप्त गर्दछ किनभने सबै चीजहरूको दिनचर्या हुन्छ र उनीहरूले बाँच्नको लागि गर्नुपर्ने चीजहरू हुन्छन्। गिजहरू न्यानो महिनाहरूमा @CAPS1 उड्छन् ताकि तिनीहरू चिसोबाट मर्दैनन्। जाडोमा मरेको फूल वसन्तमा फेरि जीवित हुन्छ। यो सेङसँग सम्बन्धित छ किनभने जब गिज र फूल फिर्ता आउँछन् उनले आफ्नो नयाँ देशमा फिट हुने प्रयासको परीक्षा लिनेछन्, त्यसैले लेखकले कथा समाप्त गर्न यो रोजे।"
8888,4,"In the story, “Winter Hibiscus”, the author ends with the last specified paragraph, “When they came back…then I will take that test again.” because it leaves many un-answered questions the reader might have. The reader then might want to read her next piece of work. Basically, the last paragraph drows attention to the reader. many of the unanswered questions revolve around, “I failed the test.”. We also do not know “her gentle grandmother”, “mrs.Lambert”, and “home”. Another reason the author might end the story with that paragraph is to have a effect on the reader. The reader is left to only assume and imagine what things are to come. Will she pass the test? Will she go home? What will happen? All we know is, ”when the snow melts, and the geese return and the hibiscus is budding, then I will take the test again.” most likely the author ended the story with the paragraph for dramatic effect for the reader. This is why, I believe the author of “Winter Hibiscus” ended with the specified paragraph.",2.0,"कथा, ""विन्टर हिबिस्कस"" मा, लेखक अन्तिम निर्दिष्ट अनुच्छेदको साथ समाप्त हुन्छ, ""जब तिनीहरू फर्किए ... त्यसपछि म फेरि त्यो परीक्षा लिनेछु।"" किनभने यसले पाठकलाई धेरै अनुत्तरित प्रश्नहरू छोड्छ। त्यसपछि पाठकले उनको अर्को काम पढ्न चाहन सक्छ। मूलतः, अन्तिम अनुच्छेदले पाठकलाई ध्यान दिन्छ। धेरै अनुत्तरित प्रश्नहरू वरिपरि घुम्छन्, ""म परिक्षामा असफल भएँ।"" हामी ""उनकी कोमल हजुरआमा"", ""श्रीमती ल्याम्बर्ट"", र ""घर"" लाई पनि थाहा छैन। लेखकले त्यो अनुच्छेदको साथ कथा समाप्त गर्न सक्ने अर्को कारण पाठकमा प्रभाव पार्नु हो। पाठकलाई केवल अनुमान र कल्पना गर्न बाँकी छ कि चीजहरू आउनेछन्। के उसले परीक्षा पास गर्नेछ? के उनी घर जान्छिन्? के हुनेछ? हामीलाई के थाहा छ, ""जब हिउँ पग्लन्छ, र गिजहरू फर्किन्छन् र हिबिस्कस उभिन्छ, तब म फेरि परीक्षा लिनेछु।"" सम्भवतः लेखकले पाठकको लागि नाटकीय प्रभावको लागि अनुच्छेदको साथ कथा समाप्त गरे। यसैले, म विश्वास गर्छु कि ""विन्टर हिबिस्कस"" को लेखक निर्दिष्ट संग समाप्त भयोअनुच्छेद।"
8889,4,"I think that she ended the story like that because it means that she is getting used to all the seasons. “In the spring when the snow melts and the geese return and this hisbiiscus is budding, then I will take the test again.” She will and take the test once its not cold anymore so she will wait until the geese come again which will be spring by then. I think that she is also trying to say that when the snow melts and the geese are there again she will have taken the test and pass it. This is I think she ended it like this because how they mean something to her.",1.0,"मलाई लाग्छ कि उनले कथा यसरी समाप्त गरिन् किनभने यसको मतलब उनी सबै मौसममा बानी पर्दैछिन्। ""वसन्त ऋतुमा जब हिउँ पग्लन्छ र गिजहरू फर्किन्छन् र यो हिस्बिस्कस उभिन्छ, तब म फेरि परीक्षा लिनेछु।"" उनी अब चिसो नभएपछि परीक्षा लिनेछिन् त्यसैले उनी फेरि वसन्त नआउञ्जेल कुर्नेछिन्। मलाई लाग्छ हिउँ पग्लिँदा र गिजहरू फेरि त्यहाँ हुँदा उनले परीक्षा दिएर उत्तीर्ण हुन्छिन् भनेर पनि भन्न खोजेकी छिन् । यो मलाई लाग्छ कि उनले यसलाई यसरी समाप्त गरिन् किनभने उनीहरूले उनको लागि केही अर्थ राख्छन्।"
